Nomor,KP,Jumlah,Entri Kunci,Entri,Tipe,Pembentukan
34.0,k,0,abaian,abaian,dasar
34.1,v,0,abaian,<abai> + -an,bentukan,[38] [S] -an + (<all>)
69.0,k,0,abar-abar,abar-abar,dasar
69.1,v,0,abar-abar,<abar> [-] <r>,bentukan,[23] [RD] |
300.0,k,0,abuh-abuhan,abuh-abuhan,dasar
300.1,v,0,abuh-abuhan,<abuh> [-] <r> + -an,bentukan,[23] [RD] |
331.0,k,4,acak-acak,acak-acak,dasar
331.1,v,0,acak-acak,<acak> [-] <r>,bentukan,[23] [RD] |
332.0,k,46,acak-acakan,acak-acakan,dasar
332.1,v,0,acak-acakan,<acak> [-] <r> + -an,bentukan,[23] [RD] |
344.0,k,0,acap-acap,acap-acap,dasar
344.1,v,0,acap-acap,<acap> [-] <r>,bentukan,[23] [RD] |
392.0,k,0,aci-acian,aci-acian,dasar
392.1,v,0,aci-acian,<aci> [-] <r> + -an,bentukan,[23] [RD] |
393.0,k,0,aci-acinya,aci-acinya,dasar
393.3,v,0,aci-acinya,<aci> [-] <r> + -nya,bentukan,[34] [SFS] -nya + (<all>) => [23] [RD] |
394.0,k,0,acian,acian,dasar
394.1,v,0,acian,<aci> + -an,bentukan,[38] [S] -an + (<all>)
399.0,k,0,aco-acoan,aco-acoan,dasar
399.1,v,0,aco-acoan,<aco> [-] <r> + -an,bentukan,[23] [RD] |
400.0,k,0,acoan,acoan,dasar
400.1,v,0,acoan,<aco> + -an,bentukan,[38] [S] -an + (<all>)
404.0,k,1297,acuan,acuan,dasar
404.1,v,0,acuan,<acu> + -an,bentukan,[38] [S] -an + (<all>)
413.0,k,0,acuhan,acuhan,dasar
413.1,v,0,acuhan,<acuh> + -an,bentukan,[38] [S] -an + (<all>)
417.0,k,0,acuman,acuman,dasar
417.1,v,0,acuman,<acum> + -an,bentukan,[38] [S] -an + (<all>)
419.0,k,37,acungan,acungan,dasar
419.1,v,0,acungan,<acung> + -an,bentukan,[38] [S] -an + (<all>)
429.0,k,0,ada-adanya,ada-adanya,dasar
429.2,v,0,ada-adanya,<ada> [-] <r> + -nya,bentukan,[34] [SFS] -nya + (<all>) => [23] [RD] |
430.0,k,0,ada-adanyakah,ada-adanyakah,dasar
430.2,v,0,ada-adanyakah,<ada> [-] <r> + -nya + -kah,bentukan,[30] [FS] -kah + (<all>) => [23] [RD] |
441.0,k,374,adakah,adakah,dasar
441.1,v,0,adakah,<ada> + -kah,bentukan,[30] [FS] -kah + (<all>)
443.0,k,94,adakalanya,adakalanya,dasar
443.1,v,0,adakalanya,<adakala> + -nya,bentukan,[34] [SFS] -nya + (<all>)
457.0,k,0,adang-adang,adang-adang,dasar
457.1,v,0,adang-adang,<adang> [-] <r>,bentukan,[23] [RD] |
460.0,k,7541,adanya,adanya,dasar
460.1,v,0,adanya,<ada> + -nya,bentukan,[34] [SFS] -nya + (<all>)
645.0,k,5,adik-beradik,adik-beradik,dasar
645.1,v,0,adik-beradik,<adik> [-] ber- + <r>,bentukan,[52] [RD] |ber- => [16] ber- + (<others>) + (-kan;-i;-an;-nya)
758.0,k,82,adonan,adonan,dasar
758.1,v,0,adonan,<adon> + -an,bentukan,[38] [S] -an + (<all>)
765.0,k,0,adopsian,adopsian,dasar
765.1,v,0,adopsian,<adopsi> + -an,bentukan,[38] [S] -an + (<all>)
813.0,k,122,aduan,aduan,dasar
813.1,v,0,aduan,<adu> + -an,bentukan,[38] [S] -an + (<all>)
819.0,k,0,aduk-adukan,aduk-adukan,dasar
819.1,v,0,aduk-adukan,<aduk> [-] <r> + -an,bentukan,[23] [RD] |
820.0,k,35,adukan,adukan,dasar
820.2,v,0,adukan,<aduk> + -an,bentukan,[38] [S] -an + (<all>)
826.0,k,0,adunan,adunan,dasar
826.1,v,0,adunan,<adun> + -an,bentukan,[38] [S] -an + (<all>)
1031.0,k,11,agak-agak,agak-agak,dasar
1031.1,v,0,agak-agak,<agak> [-] <r>,bentukan,[23] [RD] |
1033.0,k,288,agaknya,agaknya,dasar
1033.1,v,0,agaknya,<agak> + -nya,bentukan,[34] [SFS] -nya + (<all>)
1158.0,k,2,agihan,agihan,dasar
1158.1,v,0,agihan,<agih> + -an,bentukan,[38] [S] -an + (<all>)
1298.0,k,220,agunan,agunan,dasar
1298.1,v,0,agunan,<agun> + -an,bentukan,[38] [S] -an + (<all>)
1309.0,k,19,agustusan,agustusan,dasar
1309.1,v,0,agustusan,<agustus> + -an,bentukan,[38] [S] -an + (<all>)
1695.0,k,313,ajakan,ajakan,dasar
1695.2,v,0,ajakan,<ajak> + -an,bentukan,[38] [S] -an + (<all>)
1719.0,k,827,ajaran,ajaran,dasar
1719.1,v,0,ajaran,<ajar> + -an,bentukan,[38] [S] -an + (<all>)
1752.0,k,12,ajian,ajian,dasar
1752.1,v,0,ajian,<aji> + -an,bentukan,[38] [S] -an + (<all>)
1771.0,k,13,ajuan,ajuan,dasar
1771.1,v,0,ajuan,<aju> + -an,bentukan,[38] [S] -an + (<all>)
1837.0,k,3,akal-akal,akal-akal,dasar
1837.1,v,0,akal-akal,<akal> [-] <r>,bentukan,[23] [RD] |
1838.0,k,40,akal-akalan,akal-akalan,dasar
1838.1,v,0,akal-akalan,<akal> [-] <r> + -an,bentukan,[23] [RD] |
1846.0,k,0,akan-akan,akan-akan,dasar
1846.1,v,0,akan-akan,<akan> [-] <r>,bentukan,[23] [RD] |
1847.0,k,0,akanan,akanan,dasar
1847.1,v,0,akanan,<akan> + -an,bentukan,[38] [S] -an + (<all>)
1964.0,k,5,akar-akaran,akar-akaran,dasar
1964.1,v,0,akar-akaran,<akar> [-] <r> + -an,bentukan,[23] [RD] |
2014.0,k,2,akhir-akhirnya,akhir-akhirnya,dasar
2014.2,v,0,akhir-akhirnya,<akhir> [-] <r> + -nya,bentukan,[34] [SFS] -nya + (<all>) => [23] [RD] |
2015.0,k,33,akhiran,akhiran,dasar
2015.1,v,0,akhiran,<akhir> + -an,bentukan,[38] [S] -an + (<all>)
2022.0,k,5721,akhirnya,akhirnya,dasar
2022.1,v,0,akhirnya,<akhir> + -nya,bentukan,[34] [SFS] -nya + (<all>)
2037.0,v,3,aki-aki,aki-aki,dasar
2037.1,v,0,aki-aki,<aki> [-] <r>,bentukan,[23] [RD] |
2043.0,k,1399,akibatnya,akibatnya,dasar
2043.1,v,0,akibatnya,<akibat> + -nya,bentukan,[34] [SFS] -nya + (<all>)
2529.0,k,0,alah-mengalahi,alah-mengalahi,dasar
2529.1,v,0,alah-mengalahi,<alah> [-] meng- + <r> + -i,bentukan,[24] [RD] |meng- => [5] [VD] meng- + (<all>)
2530.0,k,6,alahan,alahan,dasar
2530.1,v,0,alahan,<alah> + -an,bentukan,[38] [S] -an + (<all>)
2599.0,k,0,alang-alangan,alang-alangan,dasar
2599.1,v,0,alang-alangan,<alang> [-] <r> + -an,bentukan,[23] [RD] |
2653.0,k,4077,alasan,alasan,dasar
2653.1,v,0,alasan,<alas> + -an,bentukan,[38] [S] -an + (<all>)
2849.0,k,0,aleman,aleman,dasar
2849.1,v,0,aleman,<alem> + -an,bentukan,[38] [S] -an + (<all>)
2944.0,k,0,alif-alifan,alif-alifan,dasar
2944.1,v,0,alif-alifan,<alif> [-] <r> + -an,bentukan,[23] [RD] |
3000.0,k,34,aling-aling,aling-aling,dasar
3000.1,v,0,aling-aling,<aling> [-] <r>,bentukan,[23] [RD] |
3001.0,k,0,aling-alingan,aling-alingan,dasar
3001.1,v,0,aling-alingan,<aling> [-] <r> + -an,bentukan,[23] [RD] |
3002.0,k,0,alingan,alingan,dasar
3002.1,v,0,alingan,<aling> + -an,bentukan,[38] [S] -an + (<all>)
3006.0,k,0,alip-alipan,alip-alipan,dasar
3006.1,v,0,alip-alipan,<alip> [-] <r> + -an,bentukan,[23] [RD] |
3010.0,k,1384,aliran,aliran,dasar
3010.1,v,0,aliran,<alir> + -an,bentukan,[38] [S] -an + (<all>)
3038.0,k,0,alis-alisan,alis-alisan,dasar
3038.1,v,0,alis-alisan,<alis> [-] <r> + -an,bentukan,[23] [RD] |
3187.0,k,5,alon-alon,alon-alon,dasar
3187.1,v,0,alon-alon,<alon> [-] <r>,bentukan,[23] [RD] |
3300.0,k,133,alunan,alunan,dasar
3300.1,v,0,alunan,<alun> + -an,bentukan,[38] [S] -an + (<all>)
3327.0,k,0,alur-aluran,alur-aluran,dasar
3327.1,v,0,alur-aluran,<alur> [-] <r> + -an,bentukan,[23] [RD] |
3329.0,k,0,aluran,aluran,dasar
3329.1,v,0,aluran,<alur> + -an,bentukan,[38] [S] -an + (<all>)
3359.0,k,0,amai-amai,amai-amai,dasar
3359.1,v,0,amai-amai,<amai> [-] <r>,bentukan,[23] [RD] |
3370.0,k,43,amalan,amalan,dasar
3370.1,v,0,amalan,<amal> + -an,bentukan,[38] [S] -an + (<all>)
3399.0,k,0,amang-amang,amang-amang,dasar
3399.1,v,0,amang-amang,<amang> [-] <r>,bentukan,[23] [RD] |
3415.0,k,0,amaran,amaran,dasar
3415.1,v,0,amaran,<amar> + -an,bentukan,[38] [S] -an + (<all>)
3424.0,k,26,amatan,amatan,dasar
3424.1,v,0,amatan,<amat> + -an,bentukan,[38] [S] -an + (<all>)
3427.0,k,0,amatir-amatiran,amatir-amatiran,dasar
3427.1,v,0,amatir-amatiran,<amatir> [-] <r> + -an,bentukan,[23] [RD] |
3428.0,k,21,amatiran,amatiran,dasar
3428.1,v,0,amatiran,<amatir> + -an,bentukan,[38] [S] -an + (<all>)
3441.0,k,0,ambaian,ambaian,dasar
3441.1,v,0,ambaian,<ambai> + -an,bentukan,[38] [S] -an + (<all>)
3445.0,k,0,ambalan,ambalan,dasar
3445.1,v,0,ambalan,<ambal> + -an,bentukan,[38] [S] -an + (<all>)
3485.0,k,0,ambekan,ambekan,dasar
3485.2,v,0,ambekan,<ambek> + -an,bentukan,[38] [S] -an + (<all>)
3515.0,k,0,ambil-mengambil,ambil-mengambil,dasar
3515.1,v,0,ambil-mengambil,<ambil> [-] meng- + <r>,bentukan,[24] [RD] |meng- => [5] [VD] meng- + (<all>)
3516.0,k,7,ambilan,ambilan,dasar
3516.1,v,0,ambilan,<ambil> + -an,bentukan,[38] [S] -an + (<all>)
3524.0,k,0,ambinan,ambinan,dasar
