Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
105181,k,80,psi,dasar,
105181.1,x,,<ps> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
105182,k,2,psike,dasar,
,,,,,
105183,k,0,psikedelik,dasar,
,,,,,
105184,k,94,psikiater,dasar,
,,,,,
105185,k,41,psikiatri,dasar,
105185.1,x,,<psikiatr> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
105186,k,4,psikiatris,dasar,
105186.1,x,,<psikiatri> + [-is:-s],bentukan,[177] [S] -is + (i)
105186.2,x,,<psikiatr> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
105187,k,276,psikis,dasar,
105187.1,x,,<psiki> + [-is:-s],bentukan,[177] [S] -is + (i)
105187.2,x,,<psik> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
105188,v,11,psiko,dasar,
,,,,,
105189,v,2,psiko-fisik,dasar,
,,,,,
105190,v,11,psiko-sosial,dasar,
,,,,,
105191,k,9,psikoaktif,dasar,
,,,,,
105192,v,5,psikoanalis,dasar,
105192.1,x,,<psikoanali> + [-is:-s],bentukan,[177] [S] -is + (i)
105192.2,x,,<psikoanal> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
105193,k,18,psikoanalisis,dasar,
105193.1,x,,<psikoanalisi> + [-is:-s],bentukan,[177] [S] -is + (i)
105193.2,v,,<psikoanalis> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
105194,k,0,psikobiologi,dasar,
105194.1,x,,<psikobiolog> + -i,bentukan,[28] [S] -i + (<all>)
105194.2,x,,<psikobio> + -logi,bentukan,[190] [S] -logi + (<all>)
,,,,,
105195,k,0,psikobiologis,dasar,
105195.1,v,,<psikobiologi> + [-is:-s],bentukan,[177] [S] -is + (i)
105195.2,x,,<psikobiolog> + -is,bentukan,[178] [S] -is + (<others>)
105195.3,x,,<psikobio> + -logi+-s,bentukan,[194] [MS] -logi+-s + (<all>)
,,,,,
105196,k,0,psikodinamik,dasar,
,,,,,
105197,k,2,psikodinamika,dasar,
,,,,,
105198,k,0,psikodrama,dasar,
,,,,,
105199,v,4,psikoedukasi,dasar,
105199.1,x,,<psikoedukas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
105200,k,0,psikoenergi,dasar,
105200.1,x,,<psikoenerg> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
105201,k,0,psikofarmakologi,dasar,
105201.1,x,,<psikofarmakolog> + -i,bentukan,[28] [S] -i + (<all>)
105201.2,x,,<psikofarmako> + -logi,bentukan,[190] [S] -logi + (<all>)
,,,,,
105202,k,0,psikofisiologis,dasar,
105202.1,x,,<psikofisiologi> + [-is:-s],bentukan,[177] [S] -is + (i)
105202.2,x,,<psikofisiolog> + -is,bentukan,[178] [S] -is + (<others>)
105202.3,x,,<psikofisio> + -logi+-s,bentukan,[194] [MS] -logi+-s + (<all>)
,,,,,
105203,k,0,psikofobia,dasar,
105203.1,v,,<psiko> + -fobia,bentukan,[107] [S] -fobia + (<all>)
,,,,,
105204,k,0,psikogenesis,dasar,
105204.1,x,,<psikogenesi> + [-is:-s],bentukan,[177] [S] -is + (i)
105204.2,x,,<psikogenes> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
105205,k,4,psikogenik,dasar,
,,,,,
105206,v,8,psikografis,dasar,
105206.1,x,,<psikografi> + [-is:-s],bentukan,[177] [S] -is + (i)
