Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
65744,v,5,madin,dasar,
,,,,,
65745,k,184,madinah,dasar,
,,,,,
65746,k,0,madinatulrasul,dasar,
,,,,,
65747,k,0,madinding,dasar,
,,,,,
65748,v,5,mading,dasar,
,,,,,
65749,k,141,madiun,dasar,
,,,,,
65750,k,0,madmadah,dasar,
,,,,,
65751,k,3,mado,dasar,
,,,,,
65752,k,0,madojabine,dasar,
,,,,,
65753,k,0,madona,dasar,
,,,,,
65754,k,6,madras,dasar,
,,,,,
65755,k,307,madrasah,dasar,
,,,,,
65756,k,0,madrasah aliah,dasar,
65756.1,x,,<madrasah al> + -iah,bentukan,[175] [S] -iah + (<others>)
,,,,,
65757,k,0,madrasah diniah,dasar,
65757.1,x,,<madrasah din> + -iah,bentukan,[175] [S] -iah + (<others>)
,,,,,
65758,k,0,madrasah ibtidaiah,dasar,
65758.1,x,,<madrasah ibtida> + -iah,bentukan,[175] [S] -iah + (<others>)
,,,,,
65759,k,0,madrasah sanawiah,dasar,
65759.1,x,,<madrasah sanaw> + -iah,bentukan,[175] [S] -iah + (<others>)
,,,,,
65760,v,7,madrasah-madrasah,dasar,
65760.1,v,,<madrasah> [-] <r>,bentukan,[23] [RD] |
,,,,,
65761,v,6,madrasahnya,dasar,
65761.1,v,,<madrasah> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
65762,k,250,madu,dasar,
,,,,,
65763,k,0,madu hutan,dasar,
65763.1,x,,<madu hut> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
65764,k,0,madu multiflora,dasar,
,,,,,
65765,k,0,maduara,dasar,
,,,,,
65766,k,0,madukara,dasar,
,,,,,
65767,k,0,madumangsa,dasar,
,,,,,
65768,v,12,madunya,dasar,
65768.1,v,,<madu> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
65769,k,289,madura,dasar,
,,,,,
65770,v,2,maduranya,dasar,
65770.1,v,,<madura> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
65771,k,0,maduratna,dasar,
,,,,,
65772,k,315,madya,dasar,
,,,,,
65773,k,0,maem,dasar,
,,,,,
65774,k,0,maengket,dasar,
,,,,,
65775,k,0,maesan,dasar,
65775.1,x,,<maes> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
65776,k,0,maesenas,dasar,
,,,,,
65777,k,74,maestro,dasar,
,,,,,
65778,v,3,maestronya,dasar,
65778.1,v,,<maestro> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
65779,k,0,mafei,dasar,
65779.1,x,,<mafe> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
65780,k,0,mafela,dasar,
,,,,,
