Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
63042,k,0,legung,dasar,
,,,,,
63043,k,0,legup-legup,dasar,
63043.1,v,,<legup> [-] <r>,bentukan,[23] [RD] |
,,,,,
63044,k,4,leha-leha,dasar,
63044.1,v,,<leha> [-] <r>,bentukan,[23] [RD] |
,,,,,
63045,k,0,lehar,dasar,
,,,,,
63046,k,563,leher,dasar,
,,,,,
63047,k,0,leher akar,dasar,
,,,,,
63048,k,0,leher angsa,dasar,
,,,,,
63049,k,0,leher asimetris,dasar,
63049.1,x,,<leher asimetri> + [-is:-s],bentukan,[177] [S] -is + (i)
63049.2,x,,<leher asimetr> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
63050,k,0,leher baju,dasar,
,,,,,
63051,k,0,leher botol,dasar,
,,,,,
63052,k,0,leher bundar,dasar,
,,,,,
63053,k,0,leher kendi,dasar,
63053.1,x,,<leher kend> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
63054,k,0,leher kura-kura,dasar,
,,,,,
63055,k,0,leher lembut,dasar,
,,,,,
63056,k,0,leher panjang,dasar,
,,,,,
63057,k,0,leher persegi,dasar,
63057.1,x,,<leher perseg> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
63058,k,0,leher rahim,dasar,
,,,,,
63059,k,0,leher sabrina,dasar,
,,,,,
63060,k,0,leher u,dasar,
,,,,,
63061,k,0,leher v,dasar,
,,,,,
63062,v,5,leher-leher,dasar,
63062.1,v,,<leher> [-] <r>,bentukan,[23] [RD] |
,,,,,
63063,v,57,leherku,dasar,
63063.1,v,,<leher> + -ku,bentukan,[32] [SFS] -ku + (<all>)
,,,,,
63064,v,25,lehermu,dasar,
63064.1,v,,<leher> + -mu,bentukan,[33] [SFS] -mu + (<all>)
,,,,,
63065,v,226,lehernya,dasar,
63065.1,v,,<leher> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
63066,k,0,lei,dasar,
63066.1,x,,<le> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
63067,k,0,leja,dasar,
,,,,,
63068,k,0,lejang,dasar,
,,,,,
63069,k,0,lejar,dasar,
,,,,,
63070,k,0,lejas,dasar,
,,,,,
63071,k,0,lejit,dasar,
,,,,,
63072,k,0,lejok,dasar,
,,,,,
63073,v,20,lek,dasar,
,,,,,
63074,k,2,lek-lekan,dasar,
63074.1,x,,<lek> [-] <r> + -an,bentukan,[23] [RD] |
,,,,,
63075,k,3,leka,dasar,
,,,,,
63076,k,0,lekah,dasar,
63076.1,x,,<le> + -kah,bentukan,[30] [FS] -kah + (<all>)
,,,,,
63077,k,0,lekak-lekuk,dasar,
63077.1,v,,<[lekuk:lekak-lekuk]>,bentukan,[Reduplication-Rhyming]
,,,,,
63078,k,0,lekam,dasar,
,,,,,
63079,k,64,lekang,dasar,
,,,,,
63080,v,4,lekang-lekang,dasar,
63080.1,v,,<lekang> [-] <r>,bentukan,[23] [RD] |
,,,,,
63081,k,0,lekap,dasar,
,,,,,
63082,k,0,lekap-lekup,dasar,
63082.1,v,,<lekap-lekup>,bentukan,[Reduplication-Rhyming]
,,,,,
63083,k,0,lekapan,dasar,
63083.1,v,,<lekap> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
63084,k,0,lekar,dasar,
,,,,,
63085,k,246,lekas,dasar,
,,,,,
63086,k,0,lekas hilang,dasar,
,,,,,
63087,k,0,lekas luruh,dasar,
,,,,,
63088,k,0,lekas mungkin,dasar,
,,,,,
