Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
77074,k,2,menggusah,dasar,
77074.1,v,,meng- + <gusah>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
,,,,,
77075,k,0,menggusari,dasar,
77075.1,v,,meng- + <gusar> + -i,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77075.2,x,,meng- + <gusari>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77075.3,x,,<menggusar> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
77076,k,4,menggusarkan,dasar,
77076.1,v,,meng- + <gusar> + -kan,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77076.2,x,,meng- + <gusarkan>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77076.3,x,,<menggusar> + -kan,bentukan,[29] [S] -kan + (<all>)
77076.4,x,,<menggusark> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
77077,k,0,menggusel,dasar,
77077.1,v,,meng- + <gusel>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
,,,,,
77078,k,0,menggusrek,dasar,
77078.1,v,,meng- + <gusrek>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
,,,,,
77079,k,0,menggusta,dasar,
77079.1,x,,meng- + <gusta>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
,,,,,
77080,k,64,menggusur,dasar,
77080.1,v,,meng- + <gusur>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
,,,,,
77081,v,3,menggusurnya,dasar,
77081.1,x,,meng- + <gusurnya>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77081.2,x,,<menggusur> + -nya,bentukan,[34] [SFS] -nya + (<all>)
77081.3,v,,meng- + <gusur> + -nya,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan) => [34] [SFS] -nya + (<all>)
,,,,,
77082,k,0,menggutik,dasar,
77082.1,v,,meng- + <gutik>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
,,,,,
77083,k,106,mengguyur,dasar,
77083.1,v,,meng- + <guyur>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
,,,,,
77084,v,2,mengguyuriku,dasar,
77084.1,x,,meng- + <guyuriku>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77084.2,x,,<mengguyuri> + -ku,bentukan,[32] [SFS] -ku + (<all>)
77084.3,v,,meng- + <guyur> + -i + -ku,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan) => [32] [SFS] -ku + (<all>)
77084.4,x,,meng- + <guyuri> + -ku,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan) => [32] [SFS] -ku + (<all>)
77084.5,x,,<mengguyur> + -i + -ku,bentukan,[28] [S] -i + (<all>) => [32] [SFS] -ku + (<all>)
,,,,,
77085,k,12,mengguyurkan,dasar,
77085.1,v,,meng- + <guyur> + -kan,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77085.2,x,,meng- + <guyurkan>,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
77085.3,x,,<mengguyur> + -kan,bentukan,[29] [S] -kan + (<all>)
77085.4,x,,<mengguyurk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
77086,k,0,menggwei,dasar,
77086.1,x,,<menggwe> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
77087,k,138,menghabisi,dasar,
77087.1,v,,meng- + <habis> + -i,bentukan,[4] meng- + (g;h;x;kl;kr;kh;kw) + (-i;-kan)
