Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
93379,k,24,pembaru,dasar,
93379.1,v,,[peng-:pem-] + <baru>,bentukan,[9] peng- + (b;f;v) + (-an)
93379.2,x,,pe- + <mbaru>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93380,k,254,pembaruan,dasar,
93380.1,v,,[peng-:pem-] + <baru> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93380.2,x,,[peng-:pem-] + <baruan>,bentukan,[9] peng- + (b;f;v) + (-an)
93380.3,x,,pe- + <mbaru> + -an,bentukan,[96] pe- + (<all>) + (-an)
93380.4,x,,pe- + <mbaruan>,bentukan,[96] pe- + (<all>) + (-an)
93380.5,x,,<pembaru> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93381,k,0,pembaruan sosial,dasar,
93381.1,x,,[peng-:pem-] + <baruan sosial>,bentukan,[9] peng- + (b;f;v) + (-an)
93381.2,x,,pe- + <mbaruan sosial>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93382,v,5,pembaruan-pembaruan,dasar,
93382.1,x,,<pembaruan> [-] <r>,bentukan,[23] [RD] |
93382.2,v,,[peng-:pem-] + <baru> + -an [-] [peng-:pem-] + <r> + -an,bentukan,[9] peng- + (b;f;v) + (-an) => [23] [RD] |
93382.3,x,,[peng-:pem-] + <baruan> [-] [peng-:pem-] + <r>,bentukan,[9] peng- + (b;f;v) + (-an) => [23] [RD] |
93382.4,x,,pe- + <mbaru> + -an [-] pe- + <r> + -an,bentukan,[96] pe- + (<all>) + (-an) => [23] [RD] |
93382.5,x,,pe- + <mbaruan> [-] pe- + <r>,bentukan,[96] pe- + (<all>) + (-an) => [23] [RD] |
93382.6,x,,<pembaru> + -an [-] <r> + -an,bentukan,[38] [S] -an + (<all>) => [23] [RD] |
,,,,,
93383,v,3,pembaruannya,dasar,
93383.1,x,,[peng-:pem-] + <baruannya>,bentukan,[9] peng- + (b;f;v) + (-an)
93383.2,x,,pe- + <mbaruannya>,bentukan,[96] pe- + (<all>) + (-an)
93383.3,x,,<pembaruan> + -nya,bentukan,[34] [SFS] -nya + (<all>)
93383.4,v,,[peng-:pem-] + <baru> + -an + -nya,bentukan,[9] peng- + (b;f;v) + (-an) => [34] [SFS] -nya + (<all>)
93383.5,x,,[peng-:pem-] + <baruan> + -nya,bentukan,[9] peng- + (b;f;v) + (-an) => [34] [SFS] -nya + (<all>)
93383.6,x,,pe- + <mbaru> + -an + -nya,bentukan,[96] pe- + (<all>) + (-an) => [34] [SFS] -nya + (<all>)
93383.7,x,,pe- + <mbaruan> + -nya,bentukan,[96] pe- + (<all>) + (-an) => [34] [SFS] -nya + (<all>)
93383.8,x,,<pembaru> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
93384,k,0,pembarut,dasar,
93384.1,v,,[peng-:pem-] + <barut>,bentukan,[9] peng- + (b;f;v) + (-an)
93384.2,x,,pe- + <mbarut>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93385,k,0,pembarutan,dasar,
93385.1,v,,[peng-:pem-] + <barut> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93385.2,x,,[peng-:pem-] + <barutan>,bentukan,[9] peng- + (b;f;v) + (-an)
93385.3,x,,pe- + <mbarut> + -an,bentukan,[96] pe- + (<all>) + (-an)
93385.4,x,,pe- + <mbarutan>,bentukan,[96] pe- + (<all>) + (-an)
93385.5,x,,<pembarut> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93386,v,2,pembasah,dasar,
93386.1,v,,[peng-:pem-] + <basah>,bentukan,[9] peng- + (b;f;v) + (-an)
93386.2,x,,pe- + <mbasah>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93387,k,6,pembasahan,dasar,
93387.1,v,,[peng-:pem-] + <basah> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93387.2,x,,[peng-:pem-] + <basahan>,bentukan,[9] peng- + (b;f;v) + (-an)
93387.3,x,,pe- + <mbasah> + -an,bentukan,[96] pe- + (<all>) + (-an)
93387.4,x,,pe- + <mbasahan>,bentukan,[96] pe- + (<all>) + (-an)
93387.5,x,,<pembasah> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93388,k,20,pembasmi,dasar,
93388.1,v,,[peng-:pem-] + <basmi>,bentukan,[9] peng- + (b;f;v) + (-an)
93388.2,x,,pe- + <mbasmi>,bentukan,[96] pe- + (<all>) + (-an)
93388.3,x,,<pembasm> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
93389,k,17,pembasmian,dasar,
93389.1,v,,[peng-:pem-] + <basmi> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93389.2,x,,[peng-:pem-] + <basmian>,bentukan,[9] peng- + (b;f;v) + (-an)
93389.3,x,,pe- + <mbasmi> + -an,bentukan,[96] pe- + (<all>) + (-an)
93389.4,x,,pe- + <mbasmian>,bentukan,[96] pe- + (<all>) + (-an)
93389.5,x,,<pembasmi> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93390,k,0,pembastaran,dasar,
93390.1,v,,[peng-:pem-] + <bastar> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93390.2,x,,[peng-:pem-] + <bastaran>,bentukan,[9] peng- + (b;f;v) + (-an)
93390.3,x,,pe- + <mbastar> + -an,bentukan,[96] pe- + (<all>) + (-an)
93390.4,x,,pe- + <mbastaran>,bentukan,[96] pe- + (<all>) + (-an)
93390.5,x,,<pembastar> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93391,k,2,pembasuh,dasar,
93391.1,v,,[peng-:pem-] + <basuh>,bentukan,[9] peng- + (b;f;v) + (-an)
93391.2,x,,pe- + <mbasuh>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93392,k,0,pembasuh balai,dasar,
93392.1,x,,[peng-:pem-] + <basuh balai>,bentukan,[9] peng- + (b;f;v) + (-an)
93392.2,x,,pe- + <mbasuh balai>,bentukan,[96] pe- + (<all>) + (-an)
93392.3,x,,<pembasuh bala> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
93393,k,0,pembasuh dusun,dasar,
93393.1,x,,[peng-:pem-] + <basuh dusun>,bentukan,[9] peng- + (b;f;v) + (-an)
93393.2,x,,pe- + <mbasuh dusun>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93394,k,0,pembasuh meja,dasar,
93394.1,x,,[peng-:pem-] + <basuh meja>,bentukan,[9] peng- + (b;f;v) + (-an)
93394.2,x,,pe- + <mbasuh meja>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93395,k,0,pembasuh mulut,dasar,
93395.1,x,,[peng-:pem-] + <basuh mulut>,bentukan,[9] peng- + (b;f;v) + (-an)
93395.2,x,,pe- + <mbasuh mulut>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93396,k,0,pembasuh tangan,dasar,
93396.1,x,,[peng-:pem-] + <basuh tang> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93396.2,x,,[peng-:pem-] + <basuh tangan>,bentukan,[9] peng- + (b;f;v) + (-an)
93396.3,x,,pe- + <mbasuh tang> + -an,bentukan,[96] pe- + (<all>) + (-an)
93396.4,x,,pe- + <mbasuh tangan>,bentukan,[96] pe- + (<all>) + (-an)
93396.5,x,,<pembasuh tang> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93397,k,0,pembasuhan,dasar,
93397.1,v,,[peng-:pem-] + <basuh> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93397.2,x,,[peng-:pem-] + <basuhan>,bentukan,[9] peng- + (b;f;v) + (-an)
93397.3,x,,pe- + <mbasuh> + -an,bentukan,[96] pe- + (<all>) + (-an)
93397.4,x,,pe- + <mbasuhan>,bentukan,[96] pe- + (<all>) + (-an)
93397.5,x,,<pembasuh> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93398,k,0,pembatak,dasar,
93398.1,v,,[peng-:pem-] + <batak>,bentukan,[9] peng- + (b;f;v) + (-an)
93398.2,x,,pe- + <mbatak>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93399,k,0,pembatal,dasar,
93399.1,v,,[peng-:pem-] + <batal>,bentukan,[9] peng- + (b;f;v) + (-an)
93399.2,x,,pe- + <mbatal>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93400,k,406,pembatalan,dasar,
93400.1,v,,[peng-:pem-] + <batal> + -an,bentukan,[9] peng- + (b;f;v) + (-an)
93400.2,x,,[peng-:pem-] + <batalan>,bentukan,[9] peng- + (b;f;v) + (-an)
93400.3,x,,pe- + <mbatal> + -an,bentukan,[96] pe- + (<all>) + (-an)
93400.4,x,,pe- + <mbatalan>,bentukan,[96] pe- + (<all>) + (-an)
93400.5,x,,<pembatal> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
93401,v,10,pembatalannya,dasar,
93401.1,x,,[peng-:pem-] + <batalannya>,bentukan,[9] peng- + (b;f;v) + (-an)
93401.2,x,,pe- + <mbatalannya>,bentukan,[96] pe- + (<all>) + (-an)
93401.3,x,,<pembatalan> + -nya,bentukan,[34] [SFS] -nya + (<all>)
93401.4,v,,[peng-:pem-] + <batal> + -an + -nya,bentukan,[9] peng- + (b;f;v) + (-an) => [34] [SFS] -nya + (<all>)
93401.5,x,,[peng-:pem-] + <batalan> + -nya,bentukan,[9] peng- + (b;f;v) + (-an) => [34] [SFS] -nya + (<all>)
93401.6,x,,pe- + <mbatal> + -an + -nya,bentukan,[96] pe- + (<all>) + (-an) => [34] [SFS] -nya + (<all>)
93401.7,x,,pe- + <mbatalan> + -nya,bentukan,[96] pe- + (<all>) + (-an) => [34] [SFS] -nya + (<all>)
93401.8,x,,<pembatal> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
93402,k,331,pembatas,dasar,
93402.1,v,,[peng-:pem-] + <batas>,bentukan,[9] peng- + (b;f;v) + (-an)
93402.2,x,,pe- + <mbatas>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
93403,k,0,pembatas belakang,dasar,
93403.1,x,,[peng-:pem-] + <batas belakang>,bentukan,[9] peng- + (b;f;v) + (-an)
