Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
96371,k,0,pengecor,dasar,
96371.1,x,,[peng-:pe-] + <ngecor>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96371.2,x,,[peng-:pe-] + <kecor>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96371.3,x,,peng- + <ecor>,bentukan,[12] [VD] peng- + (<all>)
96371.4,v,,[peng-:penge-] + <cor>,bentukan,[13] [SS] peng- + (<all>)
96371.5,x,,[peng-+ke-:pe-+nge-] + <cor>,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
96371.6,x,,pe- + <ngecor>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
96372,k,36,pengecoran,dasar,
96372.1,x,,[peng-:pe-] + <ngecor> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96372.2,x,,[peng-:pe-] + <kecor> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96372.3,x,,[peng-:pe-] + <ngecoran>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96372.4,x,,[peng-:pe-] + <kecoran>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96372.5,x,,peng- + <ecor> + -an,bentukan,[12] [VD] peng- + (<all>)
96372.6,x,,peng- + <ecoran>,bentukan,[12] [VD] peng- + (<all>)
96372.7,v,,[peng-:penge-] + <cor> + -an,bentukan,[13] [SS] peng- + (<all>)
96372.8,x,,[peng-+ke-:pe-+nge-] + <cor> + -an,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
96372.9,x,,[peng-+ke-:pe-+nge-] + <coran>,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
96372.1,x,,pe- + <ngecor> + -an,bentukan,[96] pe- + (<all>) + (-an)
96372.11,x,,pe- + <ngecoran>,bentukan,[96] pe- + (<all>) + (-an)
96372.12,x,,<pengecor> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
96373,k,410,pengecualian,dasar,
96373.1,x,,[peng-:pe-] + <ngecuali> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96373.2,v,,[peng-:pe-] + <kecuali> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96373.3,x,,[peng-:pe-] + <ngecualian>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96373.4,x,,[peng-:pe-] + <kecualian>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96373.5,x,,peng- + <ecuali> + -an,bentukan,[12] [VD] peng- + (<all>)
96373.6,x,,peng- + <ecualian>,bentukan,[12] [VD] peng- + (<all>)
96373.7,x,,[peng-+ke-:pe-+nge-] + <cuali> + -an,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
96373.8,x,,[peng-+ke-:pe-+nge-] + <cualian>,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
96373.9,x,,pe- + <ngecuali> + -an,bentukan,[96] pe- + (<all>) + (-an)
96373.1,x,,pe- + <ngecualian>,bentukan,[96] pe- + (<all>) + (-an)
