Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
97747,v,2,pengungsi-pengungsi,dasar,
97747.1,x,,<pengungsi> [-] <r>,bentukan,[23] [RD] |
97747.2,x,,[peng-:pe-] + <ngungsi> [-] [peng-:pe-] + <r>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [23] [RD] |
97747.3,x,,[peng-:pe-] + <kungsi> [-] [peng-:pe-] + <r>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [23] [RD] |
97747.4,v,,peng- + <ungsi> [-] peng- + <r>,bentukan,[12] [VD] peng- + (<all>) => [23] [RD] |
97747.5,x,,pe- + <ngungsi> [-] pe- + <r>,bentukan,[96] pe- + (<all>) + (-an) => [23] [RD] |
97747.6,x,,<pengungs> + -i [-] <r> + -i,bentukan,[28] [S] -i + (<all>) => [23] [RD] |
,,,,,
97748,k,148,pengungsian,dasar,
97748.1,x,,[peng-:pe-] + <ngungsi> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97748.2,x,,[peng-:pe-] + <kungsi> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97748.3,x,,[peng-:pe-] + <ngungsian>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97748.4,x,,[peng-:pe-] + <kungsian>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97748.5,v,,peng- + <ungsi> + -an,bentukan,[12] [VD] peng- + (<all>)
97748.6,x,,peng- + <ungsian>,bentukan,[12] [VD] peng- + (<all>)
97748.7,x,,pe- + <ngungsi> + -an,bentukan,[96] pe- + (<all>) + (-an)
97748.8,x,,pe- + <ngungsian>,bentukan,[96] pe- + (<all>) + (-an)
97748.9,x,,<pengungsi> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
97749,v,3,pengungsiannya,dasar,
97749.1,x,,[peng-:pe-] + <ngungsiannya>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97749.2,x,,[peng-:pe-] + <kungsiannya>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97749.3,x,,peng- + <ungsiannya>,bentukan,[12] [VD] peng- + (<all>)
97749.4,x,,pe- + <ngungsiannya>,bentukan,[96] pe- + (<all>) + (-an)
97749.5,x,,<pengungsian> + -nya,bentukan,[34] [SFS] -nya + (<all>)
97749.6,x,,[peng-:pe-] + <ngungsi> + -an + -nya,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [34] [SFS] -nya + (<all>)
97749.7,x,,[peng-:pe-] + <kungsi> + -an + -nya,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [34] [SFS] -nya + (<all>)
97749.8,x,,[peng-:pe-] + <ngungsian> + -nya,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [34] [SFS] -nya + (<all>)
97749.9,x,,[peng-:pe-] + <kungsian> + -nya,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [34] [SFS] -nya + (<all>)
97749.1,v,,peng- + <ungsi> + -an + -nya,bentukan,[12] [VD] peng- + (<all>) => [34] [SFS] -nya + (<all>)
97749.11,x,,peng- + <ungsian> + -nya,bentukan,[12] [VD] peng- + (<all>) => [34] [SFS] -nya + (<all>)
97749.12,x,,pe- + <ngungsi> + -an + -nya,bentukan,[96] pe- + (<all>) + (-an) => [34] [SFS] -nya + (<all>)
97749.13,x,,pe- + <ngungsian> + -nya,bentukan,[96] pe- + (<all>) + (-an) => [34] [SFS] -nya + (<all>)
97749.14,x,,<pengungsi> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
97750,v,4,pengungsinya,dasar,
97750.1,x,,[peng-:pe-] + <ngungsinya>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97750.2,x,,[peng-:pe-] + <kungsinya>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97750.3,x,,peng- + <ungsinya>,bentukan,[12] [VD] peng- + (<all>)
97750.4,x,,pe- + <ngungsinya>,bentukan,[96] pe- + (<all>) + (-an)
97750.5,x,,<pengungsi> + -nya,bentukan,[34] [SFS] -nya + (<all>)
97750.6,x,,[peng-:pe-] + <ngungsi> + -nya,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [34] [SFS] -nya + (<all>)
97750.7,x,,[peng-:pe-] + <kungsi> + -nya,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [34] [SFS] -nya + (<all>)
97750.8,v,,peng- + <ungsi> + -nya,bentukan,[12] [VD] peng- + (<all>) => [34] [SFS] -nya + (<all>)
97750.9,x,,pe- + <ngungsi> + -nya,bentukan,[96] pe- + (<all>) + (-an) => [34] [SFS] -nya + (<all>)
97750.1,x,,<pengungs> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
97751,k,0,penguningan,dasar,
97751.1,x,,[peng-:pe-] + <nguning> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97751.2,v,,[peng-:pe-] + <kuning> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97751.3,x,,[peng-:pe-] + <nguningan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97751.4,x,,[peng-:pe-] + <kuningan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97751.5,x,,peng- + <uning> + -an,bentukan,[12] [VD] peng- + (<all>)
97751.6,x,,peng- + <uningan>,bentukan,[12] [VD] peng- + (<all>)
97751.7,x,,pe- + <nguning> + -an,bentukan,[96] pe- + (<all>) + (-an)
97751.8,x,,pe- + <nguningan>,bentukan,[96] pe- + (<all>) + (-an)
97751.9,x,,<penguning> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
97752,v,115,pengunjuk,dasar,
