Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
72021,v,7,memuncaknya,dasar,
72021.1,x,,[meng-:me-] + <muncaknya>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72021.2,x,,[meng-:me-] + <puncaknya>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72021.3,x,,<memuncak> + -nya,bentukan,[34] [SFS] -nya + (<all>)
72021.4,x,,[meng-:me-] + <muncak> + -nya,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan) => [34] [SFS] -nya + (<all>)
72021.5,v,,[meng-:me-] + <puncak> + -nya,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan) => [34] [SFS] -nya + (<all>)
,,,,,
72022,k,4,memuncrat,dasar,
72022.1,v,,[meng-:me-] + <muncrat>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72022.2,x,,[meng-:me-] + <puncrat>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
,,,,,
72023,k,13,memuncratkan,dasar,
72023.1,v,,[meng-:me-] + <muncrat> + -kan,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72023.2,x,,[meng-:me-] + <puncrat> + -kan,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72023.3,x,,[meng-:me-] + <muncratkan>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72023.4,x,,[meng-:me-] + <puncratkan>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72023.5,x,,<memuncrat> + -kan,bentukan,[29] [S] -kan + (<all>)
72023.6,x,,<memuncratk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
72024,k,817,memunculkan,dasar,
72024.1,v,,[meng-:me-] + <muncul> + -kan,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72024.2,x,,[meng-:me-] + <puncul> + -kan,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72024.3,x,,[meng-:me-] + <munculkan>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72024.4,x,,[meng-:me-] + <punculkan>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72024.5,x,,<memuncul> + -kan,bentukan,[29] [S] -kan + (<all>)
72024.6,x,,<memunculk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
72025,k,0,memunculkan diri,dasar,
72025.1,x,,[meng-:me-] + <munculkan dir> + -i,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72025.2,x,,[meng-:me-] + <punculkan dir> + -i,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72025.3,x,,[meng-:me-] + <munculkan diri>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72025.4,x,,[meng-:me-] + <punculkan diri>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72025.5,x,,<memunculkan dir> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
72026,v,3,memunculkannya,dasar,
72026.1,x,,[meng-:me-] + <munculkannya>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
72026.2,x,,[meng-:me-] + <punculkannya>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
