Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
20782,k,0,cairan koreksi,dasar,
20782.1,x,,<cairan koreks> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
20783,k,0,cairan pengencer,dasar,
,,,,,
20784,k,0,cairan tubuh,dasar,
,,,,,
20785,k,0,cairan vitreus,dasar,
,,,,,
20786,v,5,cairan-cairan,dasar,
20786.1,x,,<cairan> [-] <r>,bentukan,[23] [RD] |
20786.2,v,,<cair> + -an [-] <r> + -an,bentukan,[38] [S] -an + (<all>) => [23] [RD] |
,,,,,
20787,v,14,cairannya,dasar,
20787.1,x,,<cairan> + -nya,bentukan,[34] [SFS] -nya + (<all>)
20787.2,v,,<cair> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
20788,v,9,cairkan,dasar,
20788.1,v,,<cair> + -kan,bentukan,[29] [S] -kan + (<all>)
20788.2,x,,<cairk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
20789,x,2,cairlah,dasar,
20789.1,x,,<cair> + -lah,bentukan,[31] [FS] -lah + (<all>)
,,,,,
20790,x,13,cairnya,dasar,
20790.1,x,,<cair> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
20791,k,0,cais,dasar,
20791.1,x,,<cai> + [-is:-s],bentukan,[177] [S] -is + (i)
20791.2,x,,<ca> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
20792,k,3,caisim,dasar,
,,,,,
20793,k,71,cak,dasar,
,,,,,
20794,k,0,cak padang,dasar,
,,,,,
20795,k,0,cak padi,dasar,
20795.1,x,,<cak pad> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
20796,k,0,cak raya,dasar,
,,,,,
20797,k,0,cak tanah,dasar,
,,,,,
20798,x,5,caka,dasar,
,,,,,
20799,k,0,cakah,dasar,
20799.1,x,,<ca> + -kah,bentukan,[30] [FS] -kah + (<all>)
,,,,,
20800,k,0,cakak,dasar,
,,,,,
20801,k,19,cakalang,dasar,
,,,,,
20802,k,2,cakalele,dasar,
,,,,,
20803,k,237,cakap,dasar,
,,,,,
20804,k,0,cakap angin,dasar,
,,,,,
20805,k,0,cakap besar,dasar,
,,,,,
20806,k,0,cakap kosong,dasar,
,,,,,
20807,v,3,cakap-cakap,dasar,
20807.1,v,,<cakap> [-] <r>,bentukan,[23] [RD] |
,,,,,
20808,k,4,cakapan,dasar,
20808.1,v,,<cakap> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
20809,k,0,cakapan tunggal,dasar,
,,,,,
20810,k,0,cakapan tunggal dramatik,dasar,
,,,,,
20811,v,2,cakapkan,dasar,
20811.1,v,,<cakap> + -kan,bentukan,[29] [S] -kan + (<all>)
20811.2,x,,<cakapk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
20812,x,6,cakapnya,dasar,
20812.1,x,,<cakap> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
20813,k,40,cakar,dasar,
,,,,,
20814,k,0,cakar ayam,dasar,
,,,,,
20815,k,0,cakar balar,dasar,
,,,,,
20816,k,0,cakar besi,dasar,
20816.1,x,,<cakar bes> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
20817,k,0,cakar setan,dasar,
20817.1,x,,<cakar set> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
20818,v,3,cakar-cakar,dasar,
20818.1,v,,<cakar> [-] <r>,bentukan,[23] [RD] |
,,,,,
20819,v,2,cakar-cakaran,dasar,
20819.1,v,,<cakar> [-] <r> + -an,bentukan,[23] [RD] |
,,,,,
20820,k,2,cakar-mencakar,dasar,
