Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
10872,k,0,belajar jarak jauh,dasar,
,,,,,
10873,k,0,belajar tuntas,dasar,
,,,,,
10874,v,82,belajar-mengajar,dasar,
,,,,,
10875,v,61,belajarlah,dasar,
10875.1,x,,<belajar> + -lah,bentukan,[31] [FS] -lah + (<all>)
10875.2,v,,[ber-:bel-] + <ajar> + -lah,bentukan,[1600001] [E] ber- + (<all>) => [31] [FS] -lah + (<all>)
,,,,,
10876,v,139,belajarnya,dasar,
10876.1,x,,<belajar> + -nya,bentukan,[34] [SFS] -nya + (<all>)
10876.2,v,,[ber-:bel-] + <ajar> + -nya,bentukan,[1600001] [E] ber- + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
10877,k,2,belak,dasar,
,,,,,
10878,k,519,belaka,dasar,
,,,,,
10879,k,4671,belakang,dasar,
,,,,,
10880,k,0,belakang hari,dasar,
10880.1,x,,<belakang har> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10881,k,0,belakang layar,dasar,
,,,,,
10882,k,0,belakang tangan,dasar,
10882.1,x,,<belakang tang> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10883,k,1570,belakangan,dasar,
10883.1,v,,<belakang> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10884,v,75,belakangku,dasar,
10884.1,v,,<belakang> + -ku,bentukan,[32] [SFS] -ku + (<all>)
,,,,,
10885,v,16,belakangmu,dasar,
10885.1,v,,<belakang> + -mu,bentukan,[33] [SFS] -mu + (<all>)
,,,,,
10886,v,473,belakangnya,dasar,
10886.1,v,,<belakang> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
10887,k,0,belakin,dasar,
,,,,,
10888,k,0,belako,dasar,
,,,,,
10889,t,9,belaku,dasar,berlaku
10889.1,v,,<bela> + -ku,bentukan,[32] [SFS] -ku + (<all>)
,,,,,
10890,k,4,belalah,dasar,
10890.1,v,,<bela> + -lah,bentukan,[31] [FS] -lah + (<all>)
,,,,,
10891,k,20,belalai,dasar,
10891.1,x,,<belala> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10892,k,0,belalai air,dasar,
,,,,,
10893,v,4,belalai-belalai,dasar,
10893.1,v,,<belalai> [-] <r>,bentukan,[23] [RD] |
10893.2,x,,<belala> + -i [-] <r> + -i,bentukan,[28] [S] -i + (<all>) => [23] [RD] |
,,,,,
10894,v,6,belalainya,dasar,
10894.1,v,,<belalai> + -nya,bentukan,[34] [SFS] -nya + (<all>)
10894.2,x,,<belala> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
10895,k,3,belalak,dasar,
,,,,,
10896,k,0,belalakan,dasar,
10896.1,x,,<belala> + -kan,bentukan,[29] [S] -kan + (<all>)
10896.2,v,,<belalak> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10897,k,43,belalang,dasar,
,,,,,
10898,k,0,belalang pelangi,dasar,
10898.1,x,,<belalang pelang> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10899,k,0,belalang sembah,dasar,
,,,,,
10900,k,0,belalang sentadu,dasar,
,,,,,
10901,k,2,belalau,dasar,
,,,,,
10902,k,0,belam,dasar,
,,,,,
10903,k,0,belam api,dasar,
10903.1,x,,<belam ap> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10904,k,0,belambang,dasar,
,,,,,
10905,k,2,belan,dasar,
10905.1,x,,<bel> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10906,k,6,belanak,dasar,
,,,,,
10907,k,1223,belanda,dasar,
10907.1,x,,<bela> + [-anda:-nda],bentukan,[183] [S] -anda + (i;u;a;[k:])
10907.2,x,,<belan> + [-anda:-da],bentukan,[184] [S] -anda + (an)
10907.3,x,,<bel> + -anda,bentukan,[185] [S] -anda + (<others>)
,,,,,
10908,k,0,belanda depok,dasar,
,,,,,
10909,k,0,belanda hitam,dasar,
,,,,,
10910,k,0,belandang,dasar,
,,,,,
10911,k,0,belandar,dasar,
,,,,,
10912,k,0,belandong,dasar,
,,,,,
10913,k,2,belandongan,dasar,
10913.1,v,,<belandong> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10914,k,0,belandung,dasar,
,,,,,
10915,k,73,belang,dasar,
,,,,,
10916,k,0,belang bentong,dasar,
,,,,,
10917,k,0,belang pelangi,dasar,
10917.1,x,,<belang pelang> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10918,k,11,belang-belang,dasar,
10918.1,v,,<belang> [-] <r>,bentukan,[23] [RD] |
,,,,,
10919,k,16,belanga,dasar,
,,,,,
10920,k,0,belangah,dasar,
,,,,,
10921,k,0,belanggur,dasar,
,,,,,
10922,k,0,belangir,dasar,
,,,,,
10923,k,2,belangiran,dasar,
10923.1,v,,<belangir> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10924,k,0,belangkas,dasar,
,,,,,
10925,k,0,belangkin,dasar,
,,,,,
10926,k,0,belangko,dasar,
,,,,,
10927,k,4,belangkon,dasar,
,,,,,
10928,v,8,belangnya,dasar,
10928.1,v,,<belang> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
10929,t,7,belangsung,dasar,berlangsung
,,,,,
10930,k,0,belangun,dasar,
,,,,,
10931,k,2058,belanja,dasar,
,,,,,
10932,k,0,belanja angin,dasar,
,,,,,
10933,k,0,belanja barang,dasar,
,,,,,
10934,k,0,belanja bidan,dasar,
10934.1,x,,<belanja bid> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10935,k,0,belanja dapur,dasar,
,,,,,
10936,k,0,belanja daring,dasar,
,,,,,
10937,k,0,belanja maraton,dasar,
,,,,,
10938,k,0,belanja mati,dasar,
10938.1,x,,<belanja mat> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10939,k,0,belanja menetek,dasar,
,,,,,
10940,k,0,belanja menyusu,dasar,
,,,,,
10941,k,0,belanja pegawai,dasar,
10941.1,x,,<belanja pegawa> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10942,k,0,belanja tubuh,dasar,
,,,,,
10943,v,15,belanja-belanja,dasar,
10943.1,v,,<belanja> [-] <r>,bentukan,[23] [RD] |
,,,,,
10944,k,77,belanjaan,dasar,
10944.1,v,,<belanja> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10945,v,2,belanjaanmu,dasar,
10945.1,x,,<belanjaan> + -mu,bentukan,[33] [SFS] -mu + (<all>)
10945.2,v,,<belanja> + -an + -mu,bentukan,[38] [S] -an + (<all>) => [33] [SFS] -mu + (<all>)
,,,,,
10946,v,14,belanjaannya,dasar,
10946.1,x,,<belanjaan> + -nya,bentukan,[34] [SFS] -nya + (<all>)
10946.2,v,,<belanja> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
10947,v,10,belanjakan,dasar,
10947.1,v,,<belanja> + -kan,bentukan,[29] [S] -kan + (<all>)
10947.2,x,,<belanjak> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10948,k,0,belantai,dasar,
10948.1,x,,<belanta> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10949,k,0,belantan,dasar,
10949.1,x,,<belant> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10950,k,115,belantara,dasar,
,,,,,
10951,k,7,belantik,dasar,
,,,,,
10952,k,6,belantika,dasar,
,,,,,
10953,k,0,belantuk,dasar,
,,,,,
10954,k,0,belar,dasar,
,,,,,
10955,k,0,belarak,dasar,
,,,,,
10956,t,4,belari,dasar,berlari
10956.1,x,,<belar> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10957,t,2,belarian,dasar,berlarian
10957.1,x,,<belari> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10958,k,16,belarusia,dasar,
,,,,,
10959,k,1697,belas,dasar,
,,,,,
10960,k,0,belas kasih,dasar,
,,,,,
10961,k,0,belas kasihan,dasar,
10961.1,x,,<belas kasih> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10962,t,4,belas-kasihan,dasar,belas kasihan
,,,,,
10963,k,0,belasah,dasar,
