Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
97485,k,0,pengomel,dasar,
97485.1,x,,[peng-:pe-] + <ngomel>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97485.2,x,,[peng-:pe-] + <komel>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97485.3,v,,peng- + <omel>,bentukan,[12] [VD] peng- + (<all>)
97485.4,x,,pe- + <ngomel>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
97486,k,0,pengomentar,dasar,
97486.1,x,,[peng-:pe-] + <ngomentar>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97486.2,v,,[peng-:pe-] + <komentar>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97486.3,x,,peng- + <omentar>,bentukan,[12] [VD] peng- + (<all>)
97486.4,x,,pe- + <ngomentar>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
97487,k,0,pengomersialan,dasar,
97487.1,x,,[peng-:pe-] + <ngomersial> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97487.2,v,,[peng-:pe-] + <komersial> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97487.3,x,,[peng-:pe-] + <ngomersialan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97487.4,x,,[peng-:pe-] + <komersialan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97487.5,x,,peng- + <omersial> + -an,bentukan,[12] [VD] peng- + (<all>)
97487.6,x,,peng- + <omersialan>,bentukan,[12] [VD] peng- + (<all>)
97487.7,x,,pe- + <ngomersial> + -an,bentukan,[96] pe- + (<all>) + (-an)
97487.8,x,,pe- + <ngomersialan>,bentukan,[96] pe- + (<all>) + (-an)
97487.9,x,,<pengomersial> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
97488,k,0,pengomongan,dasar,
97488.1,x,,[peng-:pe-] + <ngomong> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97488.2,x,,[peng-:pe-] + <komong> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97488.3,x,,[peng-:pe-] + <ngomongan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97488.4,x,,[peng-:pe-] + <komongan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97488.5,v,,peng- + <omong> + -an,bentukan,[12] [VD] peng- + (<all>)
97488.6,x,,peng- + <omongan>,bentukan,[12] [VD] peng- + (<all>)
97488.7,x,,pe- + <ngomong> + -an,bentukan,[96] pe- + (<all>) + (-an)
97488.8,x,,pe- + <ngomongan>,bentukan,[96] pe- + (<all>) + (-an)
97488.9,x,,<pengomong> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
97489,k,0,pengompasan,dasar,
97489.1,x,,[peng-:pe-] + <ngompas> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97489.2,v,,[peng-:pe-] + <kompas> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97489.3,x,,[peng-:pe-] + <ngompasan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97489.4,x,,[peng-:pe-] + <kompasan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97489.5,x,,peng- + <ompas> + -an,bentukan,[12] [VD] peng- + (<all>)
97489.6,x,,peng- + <ompasan>,bentukan,[12] [VD] peng- + (<all>)
97489.7,x,,pe- + <ngompas> + -an,bentukan,[96] pe- + (<all>) + (-an)
97489.8,x,,pe- + <ngompasan>,bentukan,[96] pe- + (<all>) + (-an)
97489.9,x,,<pengompas> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
97490,k,0,pengompilasi,dasar,
97490.1,x,,[peng-:pe-] + <ngompilasi>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97490.2,v,,[peng-:pe-] + <kompilasi>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97490.3,x,,peng- + <ompilasi>,bentukan,[12] [VD] peng- + (<all>)
97490.4,x,,pe- + <ngompilasi>,bentukan,[96] pe- + (<all>) + (-an)
97490.5,x,,<pengompilas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
97491,k,0,pengompilasi bahasa,dasar,
97491.1,x,,[peng-:pe-] + <ngompilasi bahasa>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97491.2,x,,[peng-:pe-] + <kompilasi bahasa>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97491.3,x,,peng- + <ompilasi bahasa>,bentukan,[12] [VD] peng- + (<all>)
97491.4,x,,pe- + <ngompilasi bahasa>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
97492,k,0,pengompilasi silang,dasar,
97492.1,x,,[peng-:pe-] + <ngompilasi silang>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97492.2,x,,[peng-:pe-] + <kompilasi silang>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97492.3,x,,peng- + <ompilasi silang>,bentukan,[12] [VD] peng- + (<all>)
97492.4,x,,pe- + <ngompilasi silang>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
97493,v,3,pengompleks,dasar,
97493.1,x,,[peng-:pe-] + <ngompleks>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97493.2,v,,[peng-:pe-] + <kompleks>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97493.3,x,,peng- + <ompleks>,bentukan,[12] [VD] peng- + (<all>)
97493.4,x,,pe- + <ngompleks>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
97494,k,0,pengompor,dasar,
97494.1,x,,[peng-:pe-] + <ngompor>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97494.2,v,,[peng-:pe-] + <kompor>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97494.3,x,,peng- + <ompor>,bentukan,[12] [VD] peng- + (<all>)
97494.4,x,,pe- + <ngompor>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
97495,k,0,pengomporan,dasar,
97495.1,x,,[peng-:pe-] + <ngompor> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97495.2,v,,[peng-:pe-] + <kompor> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97495.3,x,,[peng-:pe-] + <ngomporan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97495.4,x,,[peng-:pe-] + <komporan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97495.5,x,,peng- + <ompor> + -an,bentukan,[12] [VD] peng- + (<all>)
97495.6,x,,peng- + <omporan>,bentukan,[12] [VD] peng- + (<all>)
97495.7,x,,pe- + <ngompor> + -an,bentukan,[96] pe- + (<all>) + (-an)
97495.8,x,,pe- + <ngomporan>,bentukan,[96] pe- + (<all>) + (-an)
97495.9,x,,<pengompor> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
97496,k,0,pengompos,dasar,
97496.1,x,,[peng-:pe-] + <ngompos>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97496.2,v,,[peng-:pe-] + <kompos>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
97496.3,x,,peng- + <ompos>,bentukan,[12] [VD] peng- + (<all>)
97496.4,x,,pe- + <ngompos>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
97497,k,17,pengomposan,dasar,
