Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
121275,k,0,taksometrika,dasar,
121275.1,x,,tak- + <sometrika>,bentukan,[90] tak- + (<all>)
,,,,,
121276,k,7,takson,dasar,
121276.1,x,,tak- + <son>,bentukan,[90] tak- + (<all>)
,,,,,
121277,k,0,taksonom,dasar,
121277.1,x,,tak- + <sonom>,bentukan,[90] tak- + (<all>)
,,,,,
121278,k,43,taksonomi,dasar,
121278.1,x,,tak- + <sonomi>,bentukan,[90] tak- + (<all>)
121278.2,x,,<taksonom> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
121279,k,0,taksonomi numeris,dasar,
121279.1,x,,tak- + <sonomi numeris>,bentukan,[90] tak- + (<all>)
121279.2,x,,<taksonomi numeri> + [-is:-s],bentukan,[177] [S] -is + (i)
121279.3,x,,<taksonomi numer> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
121280,v,2,taksonomik,dasar,
121280.1,x,,tak- + <sonomik>,bentukan,[90] tak- + (<all>)
,,,,,
121281,v,2,taksonominya,dasar,
121281.1,x,,tak- + <sonominya>,bentukan,[90] tak- + (<all>)
121281.2,v,,<taksonomi> + -nya,bentukan,[34] [SFS] -nya + (<all>)
121281.3,x,,tak- + <sonomi> + -nya,bentukan,[90] tak- + (<all>) => [34] [SFS] -nya + (<all>)
121281.4,x,,<taksonom> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
121282,k,0,taksonomiwan,dasar,
121282.1,x,,tak- + <sonomiwan>,bentukan,[90] tak- + (<all>)
121282.2,x,,<taksonomiw> + -an,bentukan,[38] [S] -an + (<all>)
121282.3,v,,<taksonomi> + -wan,bentukan,[180] [S] -wan + (<others>)
,,,,,
121283,k,0,takstabil,dasar,
121283.1,v,,tak- + <stabil>,bentukan,[90] tak- + (<all>)
,,,,,
121284,k,5,taksu,dasar,
121284.1,x,,tak- + <su>,bentukan,[90] tak- + (<all>)
,,,,,
121285,k,0,taksubur,dasar,
121285.1,v,,tak- + <subur>,bentukan,[90] tak- + (<all>)
,,,,,
121286,k,0,taksuci,dasar,
121286.1,v,,tak- + <suci>,bentukan,[90] tak- + (<all>)
121286.2,x,,<taksuc> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
121287,k,5,taksuka,dasar,
