Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
10226,k,0,batu pirus,dasar,
,,,,,
10227,k,0,batu pualam,dasar,
,,,,,
10228,k,0,batu ratna cempaka,dasar,
,,,,,
10229,k,0,batu sabak,dasar,
,,,,,
10230,k,0,batu safir,dasar,
,,,,,
10231,k,0,batu sandungan,dasar,
10231.1,x,,<batu sandung> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10232,k,0,batu sauh,dasar,
,,,,,
10233,k,0,batu semberani,dasar,
10233.1,x,,<batu semberan> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10234,k,0,batu sempadan,dasar,
10234.1,x,,<batu sempad> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10235,k,0,batu sendi,dasar,
10235.1,x,,<batu send> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
10236,k,0,batu serawak,dasar,
,,,,,
10237,k,0,batu serpih,dasar,
,,,,,
10238,k,0,batu susu,dasar,
,,,,,
10239,k,0,batu tahu,dasar,
,,,,,
10240,k,0,batu tapakan,dasar,
10240.1,x,,<batu tapa> + -kan,bentukan,[29] [S] -kan + (<all>)
10240.2,x,,<batu tapak> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
10241,k,0,batu telerang,dasar,
,,,,,
10242,k,0,batu telinga,dasar,
,,,,,
10243,k,0,batu tetes,dasar,
,,,,,
10244,k,0,batu timbang,dasar,
,,,,,
10245,k,0,batu timbul,dasar,
,,,,,
10246,k,0,batu topas,dasar,
,,,,,
10247,k,0,batu tulis,dasar,
10247.1,x,,<batu tuli> + [-is:-s],bentukan,[177] [S] -is + (i)
10247.2,x,,<batu tul> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
10248,k,0,batu tungku,dasar,
10248.1,x,,<batu tung> + -ku,bentukan,[32] [SFS] -ku + (<all>)
,,,,,
10249,k,0,batu turkois,dasar,
10249.1,x,,<batu turkoi> + [-is:-s],bentukan,[177] [S] -is + (i)
10249.2,x,,<batu turko> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
10250,k,0,batu ubin,dasar,
,,,,,
10251,k,0,batu uji(an),dasar,
,,,,,
10252,k,0,batu ultramarin,dasar,
,,,,,
10253,k,0,batu umpak,dasar,
,,,,,
10254,k,0,batu unam,dasar,
,,,,,
10255,k,0,batu urat,dasar,
,,,,,
10256,k,0,batu zamrud,dasar,
,,,,,
10257,t,2,batu-bara,dasar,batu bara
,,,,,
10258,t,2,batu-bata,dasar,batu bata
,,,,,
