Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
28537.2,x,,<dipanggul> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28537.3,v,,di- + <panggul> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28538,v,7,dipanggungkan,dasar,,
28538.1,v,,di- + <panggung> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28538.2,x,,di- + <panggungkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28538.3,x,,<dipanggung> + -kan,bentukan,[29] [S] -kan + (<all>),
28538.4,x,,<dipanggungk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28539,v,119,dipangkas,dasar,,
28539.1,v,,di- + <pangkas>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28540,v,3,dipangkasnya,dasar,,
28540.1,x,,di- + <pangkasnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28540.2,x,,<dipangkas> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28540.3,v,,di- + <pangkas> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28541,v,16,dipangku,dasar,,
28541.1,v,,di- + <pangku>,bentukan,[37] di- + (<all>) + (-i;-kan),
28541.2,x,,<dipang> + -ku,bentukan,[32] [SFS] -ku + (<all>),
28541.3,x,,di- + <pang> + -ku,bentukan,[37] di- + (<all>) + (-i;-kan) => [32] [SFS] -ku + (<all>),
,,,,,,
28542,v,8,dipangkunya,dasar,,
28542.1,x,,di- + <pangkunya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28542.2,x,,<dipangku> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28542.3,v,,di- + <pangku> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28542.4,x,,<dipang> + -ku + -nya,bentukan,[32] [SFS] -ku + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28543,v,3,dipangur,dasar,,
28543.1,v,,di- + <pangur>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28544,v,4,dipanjang-panjangkan,dasar,,
28544.1,v,,di- + <panjang> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28545,t,3,dipanjangin,dasar,dipanjangkan,
28545.1,x,,di- + <panjangin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28546,v,16,dipanjangkan,dasar,,
28546.1,v,,di- + <panjang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28546.2,x,,di- + <panjangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28546.3,x,,<dipanjang> + -kan,bentukan,[29] [S] -kan + (<all>),
28546.4,x,,<dipanjangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28547,v,18,dipanjat,dasar,,
28547.1,v,,di- + <panjat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28548,v,25,dipanjatkan,dasar,,
28548.1,v,,di- + <panjat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28548.2,x,,di- + <panjatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28548.3,x,,<dipanjat> + -kan,bentukan,[29] [S] -kan + (<all>),
28548.4,x,,<dipanjatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28549,v,3,dipanjatnya,dasar,,
28549.1,x,,di- + <panjatnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28549.2,x,,<dipanjat> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28549.3,v,,di- + <panjat> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28550,v,2,dipanku,dasar,,
28550.1,x,,di- + <panku>,bentukan,[37] di- + (<all>) + (-i;-kan),
28550.2,v,,<dipan> + -ku,bentukan,[32] [SFS] -ku + (<all>),
28550.3,x,,di- + <pan> + -ku,bentukan,[37] di- + (<all>) + (-i;-kan) => [32] [SFS] -ku + (<all>),
28550.4,x,,<dip> + -an + -ku,bentukan,[38] [S] -an + (<all>) => [32] [SFS] -ku + (<all>),
,,,,,,
28551,v,7,dipannya,dasar,,
28551.1,x,,di- + <pannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28551.2,v,,<dipan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28551.3,x,,di- + <pan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28551.4,x,,<dip> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28552,v,4,dipantang,dasar,,
28552.1,v,,di- + <pantang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28553,v,203,dipantau,dasar,,
28553.1,v,,di- + <pantau>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28554,v,2,dipantaunya,dasar,,
28554.1,x,,di- + <pantaunya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28554.2,x,,<dipantau> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28554.3,v,,di- + <pantau> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28555,v,9,dipantik,dasar,,
28555.1,v,,di- + <pantik>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28556,v,31,dipantulkan,dasar,,
28556.1,v,,di- + <pantul> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28556.2,x,,di- + <pantulkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28556.3,x,,<dipantul> + -kan,bentukan,[29] [S] -kan + (<all>),
28556.4,x,,<dipantulk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28557,v,20,dipapah,dasar,,
28557.1,v,,di- + <papah>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28558,v,23,dipapar,dasar,,
28558.1,v,,di- + <papar>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28559,v,353,dipaparkan,dasar,,
28559.1,v,,di- + <papar> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28559.2,x,,di- + <paparkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28559.3,x,,<dipapar> + -kan,bentukan,[29] [S] -kan + (<all>),
28559.4,x,,<dipapark> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28560,v,5,dipaparkannya,dasar,,
28560.1,x,,di- + <paparkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28560.2,x,,<dipaparkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28560.3,v,,di- + <papar> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28560.4,x,,di- + <paparkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28560.5,x,,<dipapar> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28560.6,x,,<dipapark> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28561,v,5,dipapas,dasar,,
28561.1,v,,di- + <papas>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28562,v,25,diparaf,dasar,,
28562.1,v,,di- + <paraf>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28563,v,2,diparafrasa,dasar,,
28563.1,v,,di- + <parafrasa>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28564,v,3,diparingi,dasar,diberikan,
28564.1,x,,di- + <paring> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28564.2,x,,di- + <paringi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28564.3,x,,<diparing> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28565,v,86,diparkir,dasar,,
28565.1,v,,di- + <parkir>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28566,v,5,diparkirkan,dasar,,
28566.1,v,,di- + <parkir> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28566.2,x,,di- + <parkirkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28566.3,x,,<diparkir> + -kan,bentukan,[29] [S] -kan + (<all>),
28566.4,x,,<diparkirk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28567,v,2,diparkirnya,dasar,,
28567.1,x,,di- + <parkirnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28567.2,x,,<diparkir> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28567.3,v,,di- + <parkir> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28568,v,2,diparodikan,dasar,,
28568.1,v,,di- + <parodi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28568.2,x,,di- + <parodikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28568.3,x,,<diparodi> + -kan,bentukan,[29] [S] -kan + (<all>),
28568.4,x,,<diparodik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28569,v,9,diparut,dasar,,
28569.1,v,,di- + <parut>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28570,v,628,dipasang,dasar,,
28570.1,v,,di- + <pasang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28571,v,2,dipasang-pasangkan,dasar,,
28571.1,v,,di- + <pasang> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28572,v,77,dipasangi,dasar,,
28572.1,v,,di- + <pasang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28572.2,x,,di- + <pasangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28572.3,x,,<dipasang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28573,v,113,dipasangkan,dasar,,
28573.1,v,,di- + <pasang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28573.2,x,,di- + <pasangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28573.3,x,,<dipasang> + -kan,bentukan,[29] [S] -kan + (<all>),
28573.4,x,,<dipasangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28574,v,4,dipasanglah,dasar,,
28574.1,x,,di- + <pasanglah>,bentukan,[37] di- + (<all>) + (-i;-kan),
28574.2,x,,<dipasang> + -lah,bentukan,[31] [FS] -lah + (<all>),
28574.3,v,,di- + <pasang> + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
,,,,,,
28575,v,14,dipasangnya,dasar,,
28575.1,x,,di- + <pasangnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28575.2,x,,<dipasang> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28575.3,v,,di- + <pasang> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28576,v,294,dipasarkan,dasar,,
28576.1,v,,di- + <pasar> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28576.2,x,,di- + <pasarkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28576.3,x,,<dipasar> + -kan,bentukan,[29] [S] -kan + (<all>),
28576.4,x,,<dipasark> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28577,v,4,dipasarkannya,dasar,,
28577.1,x,,di- + <pasarkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28577.2,x,,<dipasarkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28577.3,v,,di- + <pasar> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28577.4,x,,di- + <pasarkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28577.5,x,,<dipasar> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28577.6,x,,<dipasark> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28578,v,2,dipaskan,dasar,disesuaikan,
28578.1,v,,di- + <pas> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28578.2,x,,di- + <paskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28578.3,x,,<dipas> + -kan,bentukan,[29] [S] -kan + (<all>),
28578.4,x,,<dipask> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28579,v,91,dipasok,dasar,,
28579.1,v,,di- + <pasok>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28580,v,2,dipasoknya,dasar,,
28580.1,x,,di- + <pasoknya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28580.2,x,,<dipasok> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28580.3,v,,di- + <pasok> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28581,v,2,dipasrahi,dasar,,
28581.1,v,,di- + <pasrah> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28581.2,x,,di- + <pasrahi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28581.3,x,,<dipasrah> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28582,v,8,dipasrahkan,dasar,,
28582.1,v,,di- + <pasrah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28582.2,x,,di- + <pasrahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28582.3,x,,<dipasrah> + -kan,bentukan,[29] [S] -kan + (<all>),
28582.4,x,,<dipasrahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28583,k,3,dipasteurisasi,dasar,,
28583.1,x,,di- + <pasteurisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28583.2,v,,di- + <pasteurisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28583.3,x,,<dipasteurisas> + -i,bentukan,[28] [S] -i + (<all>),
28583.4,x,,<dipasteuri> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
28583.5,x,,<dipasteuris> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
28583.6,x,,<dipasteur> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
28584,t,2,dipastiin,dasar,dipastikan,
28584.1,x,,di- + <pastiin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28585,v,1116,dipastikan,dasar,,
28585.1,v,,di- + <pasti> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28585.2,x,,di- + <pastikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28585.3,x,,<dipasti> + -kan,bentukan,[29] [S] -kan + (<all>),
28585.4,x,,<dipastik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28586,v,7,dipastikannya,dasar,,
28586.1,x,,di- + <pastikannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28586.2,x,,<dipastikan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28586.3,v,,di- + <pasti> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28586.4,x,,di- + <pastikan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28586.5,x,,<dipasti> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28586.6,x,,<dipastik> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28587,v,13,dipasung,dasar,,
28587.1,v,,di- + <pasung>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28588,v,2,dipatah-patahkan,dasar,,
28588.1,v,,di- + <patah> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28589,v,69,dipatahkan,dasar,,
28589.1,v,,di- + <patah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28589.2,x,,di- + <patahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28589.3,x,,<dipatah> + -kan,bentukan,[29] [S] -kan + (<all>),
28589.4,x,,<dipatahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28590,v,2,dipatahkannya,dasar,,
28590.1,x,,di- + <patahkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28590.2,x,,<dipatahkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28590.3,v,,di- + <patah> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28590.4,x,,di- + <patahkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28590.5,x,,<dipatah> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28590.6,x,,<dipatahk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28591,v,45,dipatenkan,dasar,,
28591.1,v,,di- + <paten> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28591.2,x,,di- + <patenkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28591.3,x,,<dipaten> + -kan,bentukan,[29] [S] -kan + (<all>),
28591.4,x,,<dipatenk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28592,c,93,dipati,dasar,adipati,
28592.1,x,,di- + <pat> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28592.2,x,,di- + <pati>,bentukan,[37] di- + (<all>) + (-i;-kan),
28592.3,x,,<dipat> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28593,v,154,dipatok,dasar,,
28593.1,v,,di- + <patok>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28594,v,4,dipatrikan,dasar,,
28594.1,v,,di- + <patri> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28594.2,x,,di- + <patrikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28594.3,x,,<dipatri> + -kan,bentukan,[29] [S] -kan + (<all>),
28594.4,x,,<dipatrik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28595,v,213,dipatuhi,dasar,,
28595.1,v,,di- + <patuh> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28595.2,x,,di- + <patuhi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28595.3,x,,<dipatuh> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28596,v,16,dipatuhinya,dasar,,
28596.1,x,,di- + <patuhinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28596.2,x,,<dipatuhi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28596.3,v,,di- + <patuh> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28596.4,x,,di- + <patuhi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28596.5,x,,<dipatuh> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28597,v,12,dipatuk,dasar,,
28597.1,v,,di- + <patuk>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28598,v,3,dipatuki,dasar,,
28598.1,v,,di- + <patuk> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28598.2,x,,di- + <patuki>,bentukan,[37] di- + (<all>) + (-i;-kan),
28598.3,x,,<dipatuk> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28599,k,0,dipawali,dasar,,
28599.1,x,,di- + <pawal> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28599.2,x,,di- + <pawali>,bentukan,[37] di- + (<all>) + (-i;-kan),
28599.3,x,,<dipawal> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28600,v,28,dipayungi,dasar,,
28600.1,v,,di- + <payung> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28600.2,x,,di- + <payungi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28600.3,x,,<dipayung> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28601,v,81,dipecah,dasar,,
28601.1,v,,di- + <pecah>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28602,v,2,dipecah-belah,dasar,,
,,,,,,
28603,v,3,dipecah-pecah,dasar,,
28603.1,v,,di- + <pecah> [-] <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28604,v,165,dipecahkan,dasar,,
28604.1,v,,di- + <pecah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28604.2,x,,di- + <pecahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28604.3,x,,<dipecah> + -kan,bentukan,[29] [S] -kan + (<all>),
28604.4,x,,<dipecahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28605,v,263,dipecat,dasar,,
28605.1,v,,di- + <pecat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28606,v,2,dipecatnya,dasar,,
28606.1,x,,di- + <pecatnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28606.2,x,,<dipecat> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28606.3,v,,di- + <pecat> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28607,v,8,dipecundangi,dasar,,
28607.1,v,,di- + <pecundang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28607.2,x,,di- + <pecundangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28607.3,x,,<dipecundang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28608,v,5,dipecut,dasar,,
28608.1,v,,di- + <pecut>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28609,v,36,dipedomani,dasar,,
28609.1,v,,di- + <pedoman> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28609.2,x,,di- + <pedomani>,bentukan,[37] di- + (<all>) + (-i;-kan),
28609.3,x,,<dipedoman> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28610,v,39,dipedulikan,dasar,,
28610.1,v,,di- + <peduli> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28610.2,x,,di- + <pedulikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28610.3,x,,<dipeduli> + -kan,bentukan,[29] [S] -kan + (<all>),
28610.4,x,,<dipedulik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28611,v,10,dipedulikannya,dasar,,
28611.1,x,,di- + <pedulikannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28611.2,x,,<dipedulikan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28611.3,v,,di- + <peduli> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28611.4,x,,di- + <pedulikan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28611.5,x,,<dipeduli> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28611.6,x,,<dipedulik> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28612,v,509,dipegang,dasar,,
28612.1,v,,di- + <pegang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28613,v,6,dipegang-pegang,dasar,,
28613.1,v,,di- + <pegang> [-] <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28614,v,21,dipegangi,dasar,,
28614.1,v,,di- + <pegang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28614.2,x,,di- + <pegangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28614.3,x,,<dipegang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28615,v,2,dipeganginya,dasar,,
28615.1,x,,di- + <peganginya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28615.2,x,,<dipegangi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28615.3,v,,di- + <pegang> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28615.4,x,,di- + <pegangi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28615.5,x,,<dipegang> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28616,v,76,dipegangnya,dasar,,
28616.1,x,,di- + <pegangnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28616.2,x,,<dipegang> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28616.3,v,,di- + <pegang> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28617,x,4,dipegunakan,dasar,dipergunakan,
28617.1,x,,di- + <peguna> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28617.2,x,,di- + <pegunakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28617.3,x,,<dipeguna> + -kan,bentukan,[29] [S] -kan + (<all>),
28617.4,x,,<dipegunak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28618,v,7,dipejamkan,dasar,,
28618.1,v,,di- + <pejam> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28618.2,x,,di- + <pejamkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28618.3,x,,<dipejam> + -kan,bentukan,[29] [S] -kan + (<all>),
28618.4,x,,<dipejamk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28619,v,8,dipejamkannya,dasar,,
28619.1,x,,di- + <pejamkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28619.2,x,,<dipejamkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28619.3,v,,di- + <pejam> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28619.4,x,,di- + <pejamkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28619.5,x,,<dipejam> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28619.6,x,,<dipejamk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28620,v,19,dipekatkan,dasar,,
28620.1,v,,di- + <pekat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28620.2,x,,di- + <pekatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28620.3,x,,<dipekat> + -kan,bentukan,[29] [S] -kan + (<all>),
28620.4,x,,<dipekatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28621,v,160,dipekerjakan,dasar,,
28621.1,x,,di- + <pekerja> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28621.2,x,,di- + <pekerjakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28621.3,x,,[di-+peng-:di-+pe-] + <kerja> + -kan,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an) => [47] [MP] di-+peng- + (<all>) + -kan,
28621.4,v,,[di-+per-:di-+pe-] + <kerja> + -kan,bentukan,[18] [?R] per- + (<all>) => [48] [MP] di-+per- + (<all>) + (-i;-kan),
28621.5,x,,<dipekerja> + -kan,bentukan,[29] [S] -kan + (<all>),
