Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
,,,,,,
27156,v,49,dijumlahkan,dasar,,
27156.1,v,,di- + <jumlah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27156.2,x,,di- + <jumlahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27156.3,x,,<dijumlah> + -kan,bentukan,[29] [S] -kan + (<all>),
27156.4,x,,<dijumlahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27157,v,540,dijumpai,dasar,,
27157.1,v,,di- + <jumpa> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27157.2,x,,di- + <jumpai>,bentukan,[37] di- + (<all>) + (-i;-kan),
27157.3,x,,<dijumpa> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27158,v,27,dijumpainya,dasar,,
27158.1,x,,di- + <jumpainya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27158.2,x,,<dijumpai> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27158.3,v,,di- + <jumpa> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27158.4,x,,di- + <jumpai> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27158.5,x,,<dijumpa> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27159,v,2,dijumput,dasar,,
27159.1,v,,di- + <jumput>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27160,v,2,dijumputnya,dasar,,
27160.1,x,,di- + <jumputnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27160.2,x,,<dijumput> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27160.3,v,,di- + <jumput> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27161,v,3,dijungkalkan,dasar,,
27161.1,v,,di- + <jungkal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27161.2,x,,di- + <jungkalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27161.3,x,,<dijungkal> + -kan,bentukan,[29] [S] -kan + (<all>),
27161.4,x,,<dijungkalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27162,v,3,dijungkirbalikkan,dasar,,
27162.1,v,,di- + <jungkirbalik> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27162.2,x,,di- + <jungkirbalikkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27162.3,x,,<dijungkirbalik> + -kan,bentukan,[29] [S] -kan + (<all>),
27162.4,x,,<dijungkirbalikk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27163,v,98,dijunjung,dasar,,
27163.1,v,,di- + <junjung>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27164,v,9,dijunjungnya,dasar,,
27164.1,x,,di- + <junjungnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27164.2,x,,<dijunjung> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27164.3,v,,di- + <junjung> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27165,v,4,dijuruskan,dasar,,
27165.1,v,,di- + <jurus> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27165.2,x,,di- + <juruskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27165.3,x,,<dijurus> + -kan,bentukan,[29] [S] -kan + (<all>),
27165.4,x,,<dijurusk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27166,v,6,dijus,dasar,,
27166.1,v,,di- + <jus>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27167,v,12,dijustifikasi,dasar,,
27167.1,x,,di- + <justifikas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27167.2,v,,di- + <justifikasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27167.3,x,,<dijustifikas> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27168,v,12,dikabari,dasar,,
27168.1,v,,di- + <kabar> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27168.2,x,,di- + <kabari>,bentukan,[37] di- + (<all>) + (-i;-kan),
27168.3,x,,<dikabar> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27169,v,432,dikabarkan,dasar,,
27169.1,v,,di- + <kabar> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27169.2,x,,di- + <kabarkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27169.3,x,,<dikabar> + -kan,bentukan,[29] [S] -kan + (<all>),
27169.4,x,,<dikabark> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27170,v,3,dikabarkannya,dasar,,
27170.1,x,,di- + <kabarkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27170.2,x,,<dikabarkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27170.3,v,,di- + <kabar> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27170.4,x,,di- + <kabarkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27170.5,x,,<dikabar> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27170.6,x,,<dikabark> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27171,v,191,dikabulkan,dasar,,
27171.1,v,,di- + <kabul> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27171.2,x,,di- + <kabulkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27171.3,x,,<dikabul> + -kan,bentukan,[29] [S] -kan + (<all>),
27171.4,x,,<dikabulk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27172,v,12,dikabulkannya,dasar,,
27172.1,x,,di- + <kabulkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27172.2,x,,<dikabulkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27172.3,v,,di- + <kabul> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27172.4,x,,di- + <kabulkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27172.5,x,,<dikabul> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27172.6,x,,<dikabulk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27173,v,9,dikaburkan,dasar,,
27173.1,v,,di- + <kabur> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27173.2,x,,di- + <kaburkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27173.3,x,,<dikabur> + -kan,bentukan,[29] [S] -kan + (<all>),
27173.4,x,,<dikaburk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27174,v,13,dikacaukan,dasar,,
27174.1,v,,di- + <kacau> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27174.2,x,,di- + <kacaukan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27174.3,x,,<dikacau> + -kan,bentukan,[29] [S] -kan + (<all>),
27174.4,x,,<dikacauk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27175,t,3,dikadali,dasar,,
27175.1,v,,di- + <kadal> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27175.2,x,,di- + <kadali>,bentukan,[37] di- + (<all>) + (-i;-kan),
27175.3,x,,<dikadal> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27176,k,0,dikadang,dasar,,
27176.1,v,,di- + <kadang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27177,v,15,dikafani,dasar,,
27177.1,v,,di- + <kafan> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27177.2,x,,di- + <kafani>,bentukan,[37] di- + (<all>) + (-i;-kan),
27177.3,x,,<dikafan> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27178,v,2,dikafirkan,dasar,,
27178.1,v,,di- + <kafir> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27178.2,x,,di- + <kafirkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27178.3,x,,<dikafir> + -kan,bentukan,[29] [S] -kan + (<all>),
27178.4,x,,<dikafirk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27179,t,39,dikagetkan,dasar,,
27179.1,v,,di- + <kaget> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27179.2,x,,di- + <kagetkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27179.3,x,,<dikaget> + -kan,bentukan,[29] [S] -kan + (<all>),
27179.4,x,,<dikagetk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27180,v,62,dikagumi,dasar,,
27180.1,v,,di- + <kagum> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27180.2,x,,di- + <kagumi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27180.3,x,,<dikagum> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27181,v,17,dikaguminya,dasar,,
27181.1,x,,di- + <kaguminya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27181.2,x,,<dikagumi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27181.3,v,,di- + <kagum> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27181.4,x,,di- + <kagumi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27181.5,x,,<dikagum> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27182,v,2,dikais,dasar,,
27182.1,v,,di- + <kais>,bentukan,[37] di- + (<all>) + (-i;-kan),
27182.2,x,,<dikai> + [-is:-s],bentukan,[177] [S] -is + (i),
27182.3,x,,<dika> + -is,bentukan,[178] [S] -is + (<others>),
,,,,,,
27183,v,2,dikaisnya,dasar,,
27183.1,x,,di- + <kaisnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27183.2,x,,<dikais> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27183.3,v,,di- + <kais> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27183.4,x,,<dikai> + [-is:-s] + -nya,bentukan,[177] [S] -is + (i) => [34] [SFS] -nya + (<all>),
27183.5,x,,<dika> + -is + -nya,bentukan,[178] [S] -is + (<others>) => [34] [SFS] -nya + (<all>),
,,,,,,
27184,v,20,dikait-kaitkan,dasar,,
27184.1,v,,di- + <kait> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
27185,x,4,dikaitakan,dasar,,
27185.1,x,,di- + <kaita> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27185.2,x,,di- + <kaitakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27185.3,x,,<dikaita> + -kan,bentukan,[29] [S] -kan + (<all>),
27185.4,x,,<dikaitak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27186,v,795,dikaitkan,dasar,,
27186.1,v,,di- + <kait> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27186.2,x,,di- + <kaitkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27186.3,x,,<dikait> + -kan,bentukan,[29] [S] -kan + (<all>),
27186.4,x,,<dikaitk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27187,v,3,dikaitkannya,dasar,,
27187.1,x,,di- + <kaitkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27187.2,x,,<dikaitkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27187.3,v,,di- + <kait> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27187.4,x,,di- + <kaitkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27187.5,x,,<dikait> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27187.6,x,,<dikaitk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27188,k,0,dikajangi,dasar,,
27188.1,v,,di- + <kajang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27188.2,x,,di- + <kajangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27188.3,x,,<dikajang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27189,v,587,dikaji,dasar,,
27189.1,x,,di- + <kaj> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27189.2,v,,di- + <kaji>,bentukan,[37] di- + (<all>) + (-i;-kan),
27189.3,x,,<dikaj> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27190,v,6,dikajinya,dasar,,
27190.1,x,,di- + <kajinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27190.2,x,,<dikaji> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27190.3,x,,di- + <kaj> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27190.4,v,,di- + <kaji> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27190.5,x,,<dikaj> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27191,t,2,dikalahin,dasar,dikalahkan,
27191.1,x,,di- + <kalahin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27192,v,291,dikalahkan,dasar,,
27192.1,v,,di- + <kalah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27192.2,x,,di- + <kalahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27192.3,x,,<dikalah> + -kan,bentukan,[29] [S] -kan + (<all>),
27192.4,x,,<dikalahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27193,v,7,dikalahkannya,dasar,,
27193.1,x,,di- + <kalahkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27193.2,x,,<dikalahkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27193.3,v,,di- + <kalah> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27193.4,x,,di- + <kalahkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27193.5,x,,<dikalah> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27193.6,x,,<dikalahk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27194,v,4,dikalengkan,dasar,,
27194.1,v,,di- + <kaleng> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27194.2,x,,di- + <kalengkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27194.3,x,,<dikaleng> + -kan,bentukan,[29] [S] -kan + (<all>),
27194.4,x,,<dikalengk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27195,v,49,dikali,dasar,,
27195.1,x,,di- + <kal> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27195.2,v,,di- + <kali>,bentukan,[37] di- + (<all>) + (-i;-kan),
27195.3,x,,<dikal> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27196,v,17,dikalibrasi,dasar,,
27196.1,x,,di- + <kalibras> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27196.2,v,,di- + <kalibrasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27196.3,x,,<dikalibras> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27197,v,173,dikalikan,dasar,,
27197.1,v,,di- + <kali> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27197.2,x,,di- + <kalikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27197.3,x,,<dikali> + -kan,bentukan,[29] [S] -kan + (<all>),
27197.4,x,,<dikalik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27198,v,65,dikalkulasi,dasar,,
27198.1,x,,di- + <kalkulas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27198.2,v,,di- + <kalkulasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27198.3,x,,<dikalkulas> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27199,v,9,dikalkulasikan,dasar,,
27199.1,v,,di- + <kalkulasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27199.2,x,,di- + <kalkulasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27199.3,x,,<dikalkulasi> + -kan,bentukan,[29] [S] -kan + (<all>),
27199.4,x,,<dikalkulasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27200,v,10,dikalsinasi,dasar,,
27200.1,x,,di- + <kalsinas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27200.2,v,,di- + <kalsinasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27200.3,x,,<dikalsinas> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27201,v,4,dikalungi,dasar,,
27201.1,v,,di- + <kalung> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27201.2,x,,di- + <kalungi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27201.3,x,,<dikalung> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27202,v,13,dikalungkan,dasar,,
27202.1,v,,di- + <kalung> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27202.2,x,,di- + <kalungkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27202.3,x,,<dikalung> + -kan,bentukan,[29] [S] -kan + (<all>),
27202.4,x,,<dikalungk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27203,v,2,dikalungkannya,dasar,,
27203.1,x,,di- + <kalungkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27203.2,x,,<dikalungkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27203.3,v,,di- + <kalung> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27203.4,x,,di- + <kalungkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27203.5,x,,<dikalung> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27203.6,x,,<dikalungk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27204,v,28,dikampanyekan,dasar,,
27204.1,v,,di- + <kampanye> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27204.2,x,,di- + <kampanyekan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27204.3,x,,<dikampanye> + -kan,bentukan,[29] [S] -kan + (<all>),
27204.4,x,,<dikampanyek> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27205,v,2,dikampanyekannya,dasar,,
27205.1,x,,di- + <kampanyekannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27205.2,x,,<dikampanyekan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27205.3,v,,di- + <kampanye> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27205.4,x,,di- + <kampanyekan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27205.5,x,,<dikampanye> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27205.6,x,,<dikampanyek> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27206,v,4,dikancing,dasar,,
27206.1,v,,di- + <kancing>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27207,v,5,dikancingkan,dasar,,
27207.1,v,,di- + <kancing> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27207.2,x,,di- + <kancingkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27207.3,x,,<dikancing> + -kan,bentukan,[29] [S] -kan + (<all>),
27207.4,x,,<dikancingk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27208,v,3,dikandangi,dasar,,
27208.1,v,,di- + <kandang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27208.2,x,,di- + <kandangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27208.3,x,,<dikandang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27209,v,22,dikandangkan,dasar,,
27209.1,v,,di- + <kandang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27209.2,x,,di- + <kandangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27209.3,x,,<dikandang> + -kan,bentukan,[29] [S] -kan + (<all>),
27209.4,x,,<dikandangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27210,v,3,dikandaskan,dasar,,
27210.1,v,,di- + <kandas> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27210.2,x,,di- + <kandaskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27210.3,x,,<dikandas> + -kan,bentukan,[29] [S] -kan + (<all>),
27210.4,x,,<dikandask> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27211,k,95,dikandung,dasar,,
27211.1,v,,di- + <kandung>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27212,v,73,dikandungnya,dasar,,
27212.1,x,,di- + <kandungnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27212.2,x,,<dikandung> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27212.3,v,,di- + <kandung> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27213,t,2,dikangeni,dasar,dirindui,
27213.1,v,,di- + <kangen> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27213.2,x,,di- + <kangeni>,bentukan,[37] di- + (<all>) + (-i;-kan),
27213.3,x,,<dikangen> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27214,t,2,dikangenin,dasar,dirindukan,dikangeni
27214.1,x,,di- + <kangenin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27215,v,6,dikangkangi,dasar,,
27215.1,v,,di- + <kangkang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27215.2,x,,di- + <kangkangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27215.3,x,,<dikangkang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27216,v,28,dikantongi,dasar,,
27216.1,v,,di- + <kantong> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27216.2,x,,di- + <kantongi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27216.3,x,,<dikantong> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27217,v,17,dikapalkan,dasar,,
27217.1,v,,di- + <kapal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27217.2,x,,di- + <kapalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27217.3,x,,<dikapal> + -kan,bentukan,[29] [S] -kan + (<all>),
27217.4,x,,<dikapalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27218,v,14,dikapitalisasi,dasar,,
27218.1,x,,di- + <kapitalisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27218.2,v,,di- + <kapitalisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27218.3,x,,<dikapitalisas> + -i,bentukan,[28] [S] -i + (<all>),
27218.4,x,,<dikapitali> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
27218.5,x,,<dikapitalis> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
27218.6,x,,<dikapital> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
27219,v,2,dikapitalisasikan,dasar,,
27219.1,v,,di- + <kapitalisasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27219.2,x,,di- + <kapitalisasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27219.3,x,,<dikapitalisasi> + -kan,bentukan,[29] [S] -kan + (<all>),
27219.4,x,,<dikapitalisasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27220,v,2,dikapling,dasar,,
27220.1,v,,di- + <kapling>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27221,v,2,dikapteni,dasar,,
27221.1,v,,di- + <kapten> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27221.2,x,,di- + <kapteni>,bentukan,[37] di- + (<all>) + (-i;-kan),
27221.3,x,,<dikapten> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27222,k,0,dikara,dasar,,
27222.1,x,,di- + <kara>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27223,v,37,dikarakterisasi,dasar,,
27223.1,x,,di- + <karakterisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27223.2,v,,di- + <karakterisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27223.3,x,,<dikarakterisas> + -i,bentukan,[28] [S] -i + (<all>),
27223.4,x,,<dikarakteri> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
27223.5,x,,<dikarakteris> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
27223.6,x,,<dikarakter> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
27224,v,3,dikarakterisasikan,dasar,,
27224.1,v,,di- + <karakterisasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27224.2,x,,di- + <karakterisasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27224.3,x,,<dikarakterisasi> + -kan,bentukan,[29] [S] -kan + (<all>),
27224.4,x,,<dikarakterisasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27225,v,5,dikarakteristikkan,dasar,,
27225.1,v,,di- + <karakteristik> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27225.2,x,,di- + <karakteristikkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27225.3,x,,<dikarakteristik> + -kan,bentukan,[29] [S] -kan + (<all>),
27225.4,x,,<dikarakteristikk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27226,v,24,dikarang,dasar,,
27226.1,v,,di- + <karang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27227,v,8,dikarangnya,dasar,,
27227.1,x,,di- + <karangnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27227.2,x,,<dikarang> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27227.3,v,,di- + <karang> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27228,v,48,dikarantina,dasar,,
27228.1,v,,di- + <karantina>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27229,v,2,dikarbit,dasar,,
27229.1,v,,di- + <karbit>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27230,v,2,dikarbonisasi,dasar,,
27230.1,x,,di- + <karbonisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27230.2,v,,di- + <karbonisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27230.3,x,,<dikarbonisas> + -i,bentukan,[28] [S] -i + (<all>),
