Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
27072.1,v,,di- + <jangkit> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27072.2,x,,di- + <jangkiti>,bentukan,[37] di- + (<all>) + (-i;-kan),
27072.3,x,,<dijangkit> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27073,v,303,dijanjikan,dasar,,
27073.1,v,,di- + <janji> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27073.2,x,,di- + <janjikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27073.3,x,,<dijanji> + -kan,bentukan,[29] [S] -kan + (<all>),
27073.4,x,,<dijanjik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27074,v,14,dijanjikannya,dasar,,
27074.1,x,,di- + <janjikannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27074.2,x,,<dijanjikan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27074.3,v,,di- + <janji> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27074.4,x,,di- + <janjikan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27074.5,x,,<dijanji> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27074.6,x,,<dijanjik> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27075,v,23,dijarah,dasar,,
27075.1,v,,di- + <jarah>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27076,v,31,dijaring,dasar,,
27076.1,v,,di- + <jaring>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27077,v,11,dijatah,dasar,,
27077.1,v,,di- + <jatah>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27078,v,2,dijatahkan,dasar,,
27078.1,v,,di- + <jatah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27078.2,x,,di- + <jatahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27078.3,x,,<dijatah> + -kan,bentukan,[29] [S] -kan + (<all>),
27078.4,x,,<dijatahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27079,v,261,dijatuhi,dasar,,
27079.1,v,,di- + <jatuh> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27079.2,x,,di- + <jatuhi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27079.3,x,,<dijatuh> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27080,v,274,dijatuhkan,dasar,,
27080.1,v,,di- + <jatuh> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27080.2,x,,di- + <jatuhkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27080.3,x,,<dijatuh> + -kan,bentukan,[29] [S] -kan + (<all>),
27080.4,x,,<dijatuhk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27081,v,14,dijatuhkannya,dasar,,
27081.1,x,,di- + <jatuhkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27081.2,x,,<dijatuhkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27081.3,v,,di- + <jatuh> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27081.4,x,,di- + <jatuhkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27081.5,x,,<dijatuh> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27081.6,x,,<dijatuhk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27082,v,76,dijauhi,dasar,,
27082.1,v,,di- + <jauh> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27082.2,x,,di- + <jauhi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27082.3,x,,<dijauh> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27083,v,51,dijauhkan,dasar,,
27083.1,v,,di- + <jauh> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27083.2,x,,di- + <jauhkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27083.3,x,,<dijauh> + -kan,bentukan,[29] [S] -kan + (<all>),
27083.4,x,,<dijauhk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27084,v,2,dijauhkannya,dasar,,
27084.1,x,,di- + <jauhkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27084.2,x,,<dijauhkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27084.3,v,,di- + <jauh> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27084.4,x,,di- + <jauhkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27084.5,x,,<dijauh> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27084.6,x,,<dijauhk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27085,v,363,dijawab,dasar,,
27085.1,v,,di- + <jawab>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27086,x,2,dijawakan,dasar,,
27086.1,v,,di- + <jawa> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27086.2,x,,di- + <jawakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27086.3,x,,<dijawa> + -kan,bentukan,[29] [S] -kan + (<all>),
27086.4,x,,<dijawak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27087,v,37,dijebak,dasar,,
27087.1,v,,di- + <jebak>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27088,t,81,dijebloskan,dasar,,
27088.1,v,,di- + <jeblos> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27088.2,x,,di- + <jebloskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27088.3,x,,<dijeblos> + -kan,bentukan,[29] [S] -kan + (<all>),
27088.4,x,,<dijeblosk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27089,t,16,dijebol,dasar,,
27089.1,v,,di- + <jebol>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27090,v,3,dijeda,dasar,,
27090.1,v,,di- + <jeda>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27091,v,14,dijegal,dasar,,
27091.1,v,,di- + <jegal>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27092,v,4,dijejak,dasar,,
27092.1,v,,di- + <jejak>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27093,v,4,dijejaki,dasar,,
27093.1,v,,di- + <jejak> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27093.2,x,,di- + <jejaki>,bentukan,[37] di- + (<all>) + (-i;-kan),
27093.3,x,,<dijejak> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27094,v,3,dijejakinya,dasar,,
27094.1,x,,di- + <jejakinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27094.2,x,,<dijejaki> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27094.3,v,,di- + <jejak> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27094.4,x,,di- + <jejaki> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27094.5,x,,<dijejak> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27095,v,2,dijejakkan,dasar,,
27095.1,v,,di- + <jejak> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27095.2,x,,di- + <jejakkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27095.3,x,,<dijejak> + -kan,bentukan,[29] [S] -kan + (<all>),
27095.4,x,,<dijejakk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27096,v,2,dijejakkannya,dasar,,
27096.1,x,,di- + <jejakkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27096.2,x,,<dijejakkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27096.3,v,,di- + <jejak> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27096.4,x,,di- + <jejakkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27096.5,x,,<dijejak> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27096.6,x,,<dijejakk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27097,v,55,dijejali,dasar,,
27097.1,v,,di- + <jejal> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27097.2,x,,di- + <jejali>,bentukan,[37] di- + (<all>) + (-i;-kan),
27097.3,x,,<dijejal> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27098,v,18,dijejalkan,dasar,,
27098.1,v,,di- + <jejal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27098.2,x,,di- + <jejalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27098.3,x,,<dijejal> + -kan,bentukan,[29] [S] -kan + (<all>),
27098.4,x,,<dijejalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27099,v,2,dijejalkannya,dasar,,
27099.1,x,,di- + <jejalkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27099.2,x,,<dijejalkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27099.3,v,,di- + <jejal> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27099.4,x,,di- + <jejalkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27099.5,x,,<dijejal> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27099.6,x,,<dijejalk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27100,v,3,dijejer,dasar,,
27100.1,v,,di- + <jejer>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27101,v,4,dijejerkan,dasar,,
27101.1,v,,di- + <jejer> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27101.2,x,,di- + <jejerkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27101.3,x,,<dijejer> + -kan,bentukan,[29] [S] -kan + (<all>),
27101.4,x,,<dijejerk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27102,v,25,dijelajahi,dasar,,
27102.1,v,,di- + <jelajah> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27102.2,x,,di- + <jelajahi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27102.3,x,,<dijelajah> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27103,v,3,dijelajahinya,dasar,,
27103.1,x,,di- + <jelajahinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27103.2,x,,<dijelajahi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27103.3,v,,di- + <jelajah> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27103.4,x,,di- + <jelajahi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27103.5,x,,<dijelajah> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27104,v,5,dijelakan,dasar,,
27104.1,v,,di- + <jela> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27104.2,x,,di- + <jelakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27104.3,x,,<dijela> + -kan,bentukan,[29] [S] -kan + (<all>),
27104.4,x,,<dijelak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27105,x,3,dijelasakan,dasar,,
27105.1,x,,di- + <jelasa> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27105.2,x,,di- + <jelasakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27105.3,x,,<dijelasa> + -kan,bentukan,[29] [S] -kan + (<all>),
27105.4,x,,<dijelasak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27106,t,5,dijelasin,dasar,dijelaskan,
27106.1,x,,di- + <jelasin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27107,v,1445,dijelaskan,dasar,,
27107.1,v,,di- + <jelas> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27107.2,x,,di- + <jelaskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27107.3,x,,<dijelas> + -kan,bentukan,[29] [S] -kan + (<all>),
27107.4,x,,<dijelask> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27108,v,33,dijelaskannya,dasar,,
27108.1,x,,di- + <jelaskannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27108.2,x,,<dijelaskan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27108.3,v,,di- + <jelas> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27108.4,x,,di- + <jelaskan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27108.5,x,,<dijelas> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27108.6,x,,<dijelask> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27109,v,4,dijelek-jelekkan,dasar,,
27109.1,v,,di- + <jelek> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
27110,v,7,dijelmakan,dasar,,
27110.1,v,,di- + <jelma> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27110.2,x,,di- + <jelmakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27110.3,x,,<dijelma> + -kan,bentukan,[29] [S] -kan + (<all>),
27110.4,x,,<dijelmak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27111,v,19,dijembatani,dasar,,
27111.1,v,,di- + <jembatan> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27111.2,x,,di- + <jembatani>,bentukan,[37] di- + (<all>) + (-i;-kan),
27111.3,x,,<dijembatan> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27112,v,169,dijemput,dasar,,
27112.1,v,,di- + <jemput>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27113,v,3,dijemputnya,dasar,,
27113.1,x,,di- + <jemputnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27113.2,x,,<dijemput> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27113.3,v,,di- + <jemput> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27114,v,68,dijemur,dasar,,
27114.1,v,,di- + <jemur>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27115,v,5,dijemurnya,dasar,,
27115.1,x,,di- + <jemurnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27115.2,x,,<dijemur> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27115.3,v,,di- + <jemur> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27116,v,7,dijenguk,dasar,,
27116.1,v,,di- + <jenguk>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27117,v,2,dijenguknya,dasar,,
27117.1,x,,di- + <jenguknya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27117.2,x,,<dijenguk> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27117.3,v,,di- + <jenguk> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27118,v,2,dijentik,dasar,,
27118.1,v,,di- + <jentik>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27119,v,2,dijentikkannya,dasar,,
27119.1,x,,di- + <jentikkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27119.2,x,,<dijentikkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27119.3,v,,di- + <jentik> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27119.4,x,,di- + <jentikkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27119.5,x,,<dijentik> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27119.6,x,,<dijentikk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27120,v,2,dijenuhi,dasar,,
27120.1,v,,di- + <jenuh> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27120.2,x,,di- + <jenuhi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27120.3,x,,<dijenuh> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27121,v,28,dijepit,dasar,,
27121.1,v,,di- + <jepit>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27122,v,6,dijepitkan,dasar,,
27122.1,v,,di- + <jepit> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27122.2,x,,di- + <jepitkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27122.3,x,,<dijepit> + -kan,bentukan,[29] [S] -kan + (<all>),
27122.4,x,,<dijepitk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27123,v,2,dijepitnya,dasar,,
27123.1,x,,di- + <jepitnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27123.2,x,,<dijepit> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27123.3,v,,di- + <jepit> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27124,t,3,dijepret,dasar,,
27124.1,v,,di- + <jepret>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27125,v,10,dijerang,dasar,,
27125.1,v,,di- + <jerang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27126,v,254,dijerat,dasar,,
27126.1,v,,di- + <jerat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27127,v,20,dijeratkan,dasar,,
27127.1,v,,di- + <jerat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27127.2,x,,di- + <jeratkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27127.3,x,,<dijerat> + -kan,bentukan,[29] [S] -kan + (<all>),
27127.4,x,,<dijeratk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27128,v,8,dijernihkan,dasar,,
27128.1,v,,di- + <jernih> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27128.2,x,,di- + <jernihkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27128.3,x,,<dijernih> + -kan,bentukan,[29] [S] -kan + (<all>),
27128.4,x,,<dijernihk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27129,v,9,dijerumuskan,dasar,,
27129.1,v,,di- + <jerumus> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27129.2,x,,di- + <jerumuskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27129.3,x,,<dijerumus> + -kan,bentukan,[29] [S] -kan + (<all>),
27129.4,x,,<dijerumusk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27130,v,2,dijerumuskannya,dasar,,
27130.1,x,,di- + <jerumuskannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27130.2,x,,<dijerumuskan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27130.3,v,,di- + <jerumus> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27130.4,x,,di- + <jerumuskan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27130.5,x,,<dijerumus> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27130.6,x,,<dijerumusk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27131,v,8,dijewer,dasar,,
27131.1,v,,di- + <jewer>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27132,v,7,dijilat,dasar,,
27132.1,v,,di- + <jilat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27133,v,2,dijilati,dasar,,
27133.1,v,,di- + <jilat> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27133.2,x,,di- + <jilati>,bentukan,[37] di- + (<all>) + (-i;-kan),
27133.3,x,,<dijilat> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27134,v,3,dijilatinya,dasar,,
27134.1,x,,di- + <jilatinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27134.2,x,,<dijilati> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27134.3,v,,di- + <jilat> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27134.4,x,,di- + <jilati> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27134.5,x,,<dijilat> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27135,v,9,dijilid,dasar,,
27135.1,v,,di- + <jilid>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27136,v,32,dijinakkan,dasar,,
27136.1,v,,di- + <jinak> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27136.2,x,,di- + <jinakkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27136.3,x,,<dijinak> + -kan,bentukan,[29] [S] -kan + (<all>),
27136.4,x,,<dijinakk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27137,v,17,dijinjing,dasar,,
27137.1,v,,di- + <jinjing>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27138,v,4,dijinjingnya,dasar,,
27138.1,x,,di- + <jinjingnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27138.2,x,,<dijinjing> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27138.3,v,,di- + <jinjing> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27139,v,3,dijiplak,dasar,,
27139.1,v,,di- + <jiplak>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27140,k,0,dijiplakkan,dasar,,
27140.1,v,,di- + <jiplak> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27140.2,x,,di- + <jiplakkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27140.3,x,,<dijiplak> + -kan,bentukan,[29] [S] -kan + (<all>),
27140.4,x,,<dijiplakk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27141,t,5,dijital,dasar,digital,
27141.1,x,,di- + <jital>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27142,v,55,dijiwai,dasar,,
27142.1,v,,di- + <jiwa> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27142.2,x,,di- + <jiwai>,bentukan,[37] di- + (<all>) + (-i;-kan),
27142.3,x,,<dijiwa> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27143,k,2,dijiwit,dasar,,
27143.1,x,,di- + <jiwit>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27144,t,3,dijodohin,dasar,dijodohkan,
27144.1,x,,di- + <jodohin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27145,v,47,dijodohkan,dasar,,
27145.1,v,,di- + <jodoh> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27145.2,x,,di- + <jodohkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27145.3,x,,<dijodoh> + -kan,bentukan,[29] [S] -kan + (<all>),
27145.4,x,,<dijodohk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27146,v,2,dijorokkan,dasar,,
27146.1,v,,di- + <jorok> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27146.2,x,,di- + <jorokkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27146.3,x,,<dijorok> + -kan,bentukan,[29] [S] -kan + (<all>),
27146.4,x,,<dijorokk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27147,k,1590,dijual,dasar,,
27147.1,v,,di- + <jual>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27148,v,60,dijualnya,dasar,,
27148.1,x,,di- + <jualnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27148.2,x,,<dijual> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27148.3,v,,di- + <jual> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27149,k,0,dijuang,dasar,,
27149.1,v,,di- + <juang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27150,v,2,dijuarai,dasar,,
27150.1,v,,di- + <juara> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27150.2,x,,di- + <juarai>,bentukan,[37] di- + (<all>) + (-i;-kan),
27150.3,x,,<dijuara> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27151,v,257,dijuluki,dasar,,
27151.1,v,,di- + <juluk> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27151.2,x,,di- + <juluki>,bentukan,[37] di- + (<all>) + (-i;-kan),
27151.3,x,,<dijuluk> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27152,v,3,dijulur-julurkan,dasar,,
27152.1,v,,di- + <julur> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
27153,v,11,dijulurkan,dasar,,
27153.1,v,,di- + <julur> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27153.2,x,,di- + <julurkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27153.3,x,,<dijulur> + -kan,bentukan,[29] [S] -kan + (<all>),
27153.4,x,,<dijulurk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27154,v,2,dijulurkannya,dasar,,
27154.1,x,,di- + <julurkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27154.2,x,,<dijulurkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27154.3,v,,di- + <julur> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27154.4,x,,di- + <julurkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27154.5,x,,<dijulur> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27154.6,x,,<dijulurk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27155,v,6,dijumlah,dasar,,
27155.1,v,,di- + <jumlah>,bentukan,[37] di- + (<all>) + (-i;-kan),
27155.2,x,,<dijum> + -lah,bentukan,[31] [FS] -lah + (<all>),
27155.3,x,,di- + <jum> + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
