Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
90818,t,3,parleman,dasar,parlemen
90818.1,x,,<parlem> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
90819,k,722,parlemen,dasar,
,,,,,
90820,k,0,parlemen darurat,dasar,
,,,,,
90821,k,0,parlemen jalanan,dasar,
90821.1,x,,<parlemen jalan> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
90822,t,2,parlement,dasar,parlemen
,,,,,
90823,k,2,parlementaria,dasar,
,,,,,
90824,k,0,parlementarisme,dasar,
90824.1,x,,<parlementar> + -isme,bentukan,[89] [S] -isme + (<all>)
,,,,,
90825,k,40,parlementer,dasar,
,,,,,
90826,c,4,parlente,dasar,perlente
,,,,,
90827,t,2,parmanen,dasar,permanen
,,,,,
90828,v,3,parmesan,dasar,
90828.1,x,,<parmes> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
90829,k,0,parmitu,dasar,
,,,,,
90830,c,16,paro,dasar,paruh
,,,,,
90831,k,25,parodi,dasar,
90831.1,x,,<parod> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90832,k,19,paroki,dasar,
90832.1,x,,<parok> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90833,k,4,parokial,dasar,
,,,,,
90834,k,0,parokialisme,dasar,
90834.1,v,,<parokial> + -isme,bentukan,[89] [S] -isme + (<all>)
,,,,,
90835,v,2,parokinya,dasar,
90835.1,v,,<paroki> + -nya,bentukan,[34] [SFS] -nya + (<all>)
90835.2,x,,<parok> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
90836,k,0,parolfaktori,dasar,
90836.1,x,,<parolfaktor> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90837,k,3,paron,dasar,
,,,,,
90838,k,0,parondol,dasar,
,,,,,
90839,k,0,paronim,dasar,
,,,,,
90840,k,0,paronisia,dasar,
,,,,,
90841,k,0,paronomasia,dasar,
,,,,,
90842,k,0,parotis,dasar,
90842.1,x,,<paroti> + [-is:-s],bentukan,[177] [S] -is + (i)
90842.2,x,,<parot> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
90843,k,0,parotitis,dasar,
90843.1,x,,<parotiti> + [-is:-s],bentukan,[177] [S] -is + (i)
90843.2,x,,<parotit> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
90844,k,0,parousia,dasar,
,,,,,
90845,v,254,parpol,dasar,
,,,,,
90846,v,10,parpol-parpol,dasar,
90846.1,v,,<parpol> [-] <r>,bentukan,[23] [RD] |
,,,,,
90847,k,0,parse,dasar,
,,,,,
90848,k,0,parsek,dasar,
,,,,,
90849,k,10,parsel,dasar,
,,,,,
90850,k,0,parser,dasar,
,,,,,
90851,k,11,parsi,dasar,
90851.1,x,,<pars> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90852,k,262,parsial,dasar,
,,,,,
90853,k,2567,partai,dasar,
90853.1,x,,<parta> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90854,k,0,partai ganda,dasar,
90854.1,x,,<partai ga> + [-anda:-nda],bentukan,[183] [S] -anda + (i;u;a;[k:])
90854.2,x,,<partai gan> + [-anda:-da],bentukan,[184] [S] -anda + (an)
90854.3,x,,<partai g> + -anda,bentukan,[185] [S] -anda + (<others>)
,,,,,
90855,k,0,partai gurem,dasar,
,,,,,
90856,k,0,partai hegemonik,dasar,
,,,,,
90857,k,0,partai hidup mati,dasar,
90857.1,x,,<partai hidup mat> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90858,k,0,partai kader,dasar,
,,,,,
90859,k,0,partai kanan,dasar,
90859.1,x,,<partai kan> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
90860,k,0,partai kiri,dasar,
90860.1,x,,<partai kir> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90861,k,0,partai massa,dasar,
,,,,,
90862,k,0,partai oposisi,dasar,
90862.1,x,,<partai oposis> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
90863,k,0,partai pamungkas,dasar,
,,,,,
90864,k,0,partai pemerintah,dasar,
,,,,,
90865,k,0,partai politik,dasar,
,,,,,
