Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
62398,v,8,laporanmu,dasar,
62398.1,x,,<laporan> + -mu,bentukan,[33] [SFS] -mu + (<all>)
62398.2,v,,<lapor> + -an + -mu,bentukan,[38] [S] -an + (<all>) => [33] [SFS] -mu + (<all>)
,,,,,
62399,v,242,laporannya,dasar,
62399.1,x,,<laporan> + -nya,bentukan,[34] [SFS] -nya + (<all>)
62399.2,v,,<lapor> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
62400,v,198,laporkan,dasar,
62400.1,v,,<lapor> + -kan,bentukan,[29] [S] -kan + (<all>)
62400.2,x,,<lapork> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
62401,v,2,laporkanlah,dasar,
62401.1,x,,<laporkan> + -lah,bentukan,[31] [FS] -lah + (<all>)
62401.2,v,,<lapor> + -kan + -lah,bentukan,[29] [S] -kan + (<all>) => [31] [FS] -lah + (<all>)
62401.3,x,,<lapork> + -an + -lah,bentukan,[38] [S] -an + (<all>) => [31] [FS] -lah + (<all>)
,,,,,
62402,v,3,laporku,dasar,
62402.1,v,,<lapor> + -ku,bentukan,[32] [SFS] -ku + (<all>)
,,,,,
62403,v,4,lapornya,dasar,
62403.1,v,,<lapor> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
62404,k,341,laptop,dasar,
,,,,,
62405,k,0,laptop ultraportabel,dasar,
,,,,,
62406,v,32,laptopnya,dasar,
62406.1,v,,<laptop> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
62407,k,111,lapuk,dasar,
,,,,,
62408,v,2,lapuknya,dasar,
62408.1,v,,<lapuk> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
62409,k,0,lapun,dasar,
,,,,,
62410,k,0,lapur,dasar,
,,,,,
62411,k,13,lar,dasar,
,,,,,
62412,k,68,lara,dasar,
,,,,,
62413,k,0,lara wirang,dasar,
,,,,,
62414,k,0,larah,dasar,
,,,,,
