Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
96674,k,0,pengesolan,dasar,
96674.1,x,,[peng-:pe-] + <ngesol> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96674.2,x,,[peng-:pe-] + <kesol> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96674.3,x,,[peng-:pe-] + <ngesolan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96674.4,x,,[peng-:pe-] + <kesolan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96674.5,x,,peng- + <esol> + -an,bentukan,[12] [VD] peng- + (<all>)
96674.6,x,,peng- + <esolan>,bentukan,[12] [VD] peng- + (<all>)
96674.7,v,,[peng-:penge-] + <sol> + -an,bentukan,[13] [SS] peng- + (<all>)
96674.8,x,,[peng-+ke-:pe-+nge-] + <sol> + -an,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
96674.9,x,,[peng-+ke-:pe-+nge-] + <solan>,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
96674.1,x,,pe- + <ngesol> + -an,bentukan,[96] pe- + (<all>) + (-an)
96674.11,x,,pe- + <ngesolan>,bentukan,[96] pe- + (<all>) + (-an)
96674.12,x,,<pengesol> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
96675,k,3021,pengetahuan,dasar,
96675.1,x,,[peng-:pe-] + <ngetahu> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96675.2,x,,[peng-:pe-] + <ketahu> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96675.3,x,,[peng-:pe-] + <ngetahuan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96675.4,x,,[peng-:pe-] + <ketahuan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
96675.5,v,,[peng-:penge-] + <tahu> + -an,bentukan,[800004] [E] peng- + (<all>) + -an
96675.6,x,,peng- + <etahu> + -an,bentukan,[12] [VD] peng- + (<all>)
96675.7,x,,peng- + <etahuan>,bentukan,[12] [VD] peng- + (<all>)
96675.8,x,,[peng-+ke-:pe-+nge-] + <tahu> + -an,bentukan,[79] ke- + (<all>) + (-an;-kan;-nya) => [83] [MP] peng-+ke- + (<all>) + (-an)
