Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
92162,k,66,pelabelan,dasar,
92162.1,x,,[peng-:pe-] + <label> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92162.2,x,,[peng-:pe-] + <labelan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92162.3,v,,pe- + <label> + -an,bentukan,[96] pe- + (<all>) + (-an)
92162.4,x,,pe- + <labelan>,bentukan,[96] pe- + (<all>) + (-an)
92162.5,x,,<pelabel> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
92163,k,0,pelabi,dasar,
92163.1,x,,[peng-:pe-] + <labi>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92163.2,x,,pe- + <labi>,bentukan,[96] pe- + (<all>) + (-an)
92163.3,x,,<pelab> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
92164,k,0,pelabrak,dasar,
92164.1,x,,[peng-:pe-] + <labrak>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92164.2,v,,pe- + <labrak>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
92165,t,2,pelabuh-an,dasar,pelabuhan
,,,,,
92166,k,996,pelabuhan,dasar,
92166.1,v,,[peng-:pe-] + <labuh> + -an,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92166.2,x,,[peng-:pe-] + <labuhan>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92166.3,x,,pe- + <labuh> + -an,bentukan,[96] pe- + (<all>) + (-an)
92166.4,x,,pe- + <labuhan>,bentukan,[96] pe- + (<all>) + (-an)
92166.5,x,,<pelabuh> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
92167,k,0,pelabuhan alam,dasar,
92167.1,x,,[peng-:pe-] + <labuhan alam>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92167.2,x,,pe- + <labuhan alam>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
92168,k,0,pelabuhan bebas,dasar,
92168.1,x,,[peng-:pe-] + <labuhan bebas>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92168.2,x,,pe- + <labuhan bebas>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
92169,k,0,pelabuhan darat,dasar,
92169.1,x,,[peng-:pe-] + <labuhan darat>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92169.2,x,,pe- + <labuhan darat>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
92170,k,0,pelabuhan masuk,dasar,
92170.1,x,,[peng-:pe-] + <labuhan masuk>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92170.2,x,,pe- + <labuhan masuk>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
92171,k,0,pelabuhan pantai,dasar,
92171.1,x,,[peng-:pe-] + <labuhan pantai>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92171.2,x,,pe- + <labuhan pantai>,bentukan,[96] pe- + (<all>) + (-an)
92171.3,x,,<pelabuhan panta> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
92172,k,0,pelabuhan samudra,dasar,
92172.1,x,,[peng-:pe-] + <labuhan samudra>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92172.2,x,,pe- + <labuhan samudra>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
92173,k,0,pelabuhan tikus,dasar,
92173.1,x,,[peng-:pe-] + <labuhan tikus>,bentukan,[8] peng- + (l;m;n;ng;ny;r;w;y;[p:m];[t:n];[k:ng];[s:ny]) + (-an)
92173.2,x,,pe- + <labuhan tikus>,bentukan,[96] pe- + (<all>) + (-an)
,,,,,
92174,k,0,pelabuhan transit,dasar,
