Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
113236,k,0,selepa,dasar,
113236.1,x,,se- + <lepa>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113237,k,0,selepang,dasar,
113237.1,x,,se- + <lepang>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113238,k,574,selepas,dasar,
113238.1,v,,se- + <lepas>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113239,k,0,selepas-lepas,dasar,
113239.1,v,,se- + <lepas> [-] <r>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya) => [68] [RD] se-|
,,,,,
113240,v,4,selepasnya,dasar,
113240.1,x,,se- + <lepas> + -nya,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113240.2,x,,se- + <lepasnya>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113240.3,x,,<selepas> + -nya,bentukan,[34] [SFS] -nya + (<all>)
113240.4,v,,se- + <lepas> + -nya,bentukan,[66] se- + (<all>) + (-an;-kan;-nya) => [34] [SFS] -nya + (<all>)
,,,,,
113241,k,0,selepat,dasar,
113241.1,x,,se- + <lepat>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113242,k,0,selepe,dasar,
113242.1,x,,se- + <lepe>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113243,k,0,seleper,dasar,
113243.1,x,,se- + <leper>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113244,k,0,selepetan,dasar,
113244.1,x,,se- + <lepet> + -an,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113244.2,x,,se- + <lepetan>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113244.3,x,,<selepet> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
113245,k,0,selepi,dasar,
113245.1,x,,se- + <lepi>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113245.2,x,,<selep> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
113246,k,0,seler,dasar,
113246.1,x,,se- + <ler>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113247,k,491,selera,dasar,
113247.1,x,,se- + <lera>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113248,k,0,selera tajam,dasar,
113248.1,x,,se- + <lera tajam>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113249,k,0,selera tinggi,dasar,
113249.1,x,,se- + <lera tinggi>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113249.2,x,,<selera tingg> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
113250,k,0,selerak,dasar,
113250.1,x,,se- + <lerak>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113251,k,0,selerang,dasar,
113251.1,x,,se- + <lerang>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113252,k,3,seleret,dasar,
113252.1,v,,se- + <leret>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113253,k,0,selesa,dasar,
113253.1,x,,se- + <lesa>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113254,k,3059,selesai,dasar,
113254.1,x,,se- + <lesai>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113254.2,x,,<selesa> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
113255,k,0,selesaian,dasar,
113255.1,x,,se- + <lesai> + -an,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113255.2,x,,se- + <lesaian>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113255.3,v,,<selesai> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
113256,v,256,selesaikan,dasar,
113256.1,x,,se- + <lesaik> + -an,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113256.2,x,,se- + <lesai> + -kan,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113256.3,x,,se- + <lesaikan>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113256.4,v,,<selesai> + -kan,bentukan,[29] [S] -kan + (<all>)
113256.5,x,,<selesaik> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
113257,v,199,selesainya,dasar,
113257.1,x,,se- + <lesai> + -nya,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113257.2,x,,se- + <lesainya>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113257.3,v,,<selesai> + -nya,bentukan,[34] [SFS] -nya + (<all>)
113257.4,x,,se- + <lesai> + -nya,bentukan,[66] se- + (<all>) + (-an;-kan;-nya) => [34] [SFS] -nya + (<all>)
113257.5,x,,<selesa> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
113258,k,2,selesma,dasar,
113258.1,x,,se- + <lesma>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113259,k,0,selesma ayam,dasar,
113259.1,x,,se- + <lesma ayam>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113260,k,0,seletuk,dasar,
113260.1,x,,se- + <letuk>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113261,v,20,selevel,dasar,
113261.1,v,,se- + <level>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113262,k,12,selewat,dasar,
113262.1,v,,se- + <lewat>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113263,k,0,seleweng,dasar,
113263.1,x,,se- + <leweng>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113264,v,7,selezat,dasar,
113264.1,v,,se- + <lezat>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113265,k,4,selfing,dasar,
,,,,,
113266,k,2,selia,dasar,
113266.1,x,,se- + <lia>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113267,k,0,seliap,dasar,
113267.1,x,,se- + <liap>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113268,v,5,seliar,dasar,
113268.1,v,,se- + <liar>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113269,k,0,selibasi,dasar,
113269.1,x,,se- + <libasi>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
113269.2,x,,<selibas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
113270,k,4,selibat,dasar,
113270.1,x,,se- + <libat>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113271,k,0,selibat awam,dasar,
113271.1,x,,se- + <libat awam>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113272,k,0,selibat imam,dasar,
113272.1,x,,se- + <libat imam>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113273,k,0,selibat religius,dasar,
113273.1,x,,se- + <libat religius>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113274,k,0,selibu,dasar,
113274.1,x,,se- + <libu>,bentukan,[66] se- + (<all>) + (-an;-kan;-nya)
,,,,,
113275,k,0,selibut,dasar,
