Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
33804,k,0,estuari dataran pesisir,dasar,
,,,,,
33805,k,0,estuari negatif,dasar,
,,,,,
33806,k,0,estuari positif,dasar,
,,,,,
33807,k,0,estuari tektonik,dasar,
,,,,,
33808,k,0,estuarin,dasar,
,,,,,
33809,k,0,eswatini,dasar,
33809.1,x,,<eswatin> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
33810,k,14,eta,dasar,
,,,,,
33811,k,0,etai,dasar,
33811.1,x,,<eta> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
33812,k,0,etai watarek,dasar,
,,,,,
33813,k,66,etalase,dasar,
33813.1,x,,<etal> + -ase,bentukan,[210] [S] -ase + (<all>)
,,,,,
33814,v,4,etalasenya,dasar,
33814.1,v,,<etalase> + -nya,bentukan,[34] [SFS] -nya + (<all>)
33814.2,x,,<etal> + -ase + -nya,bentukan,[210] [S] -ase + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
33815,k,2,etana,dasar,
,,,,,
33816,k,153,etanol,dasar,
,,,,,
33817,k,0,etanolisis,dasar,
33817.1,x,,<etanolisi> + [-is:-s],bentukan,[177] [S] -is + (i)
33817.2,x,,<etanolis> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
33818,k,27,etape,dasar,
,,,,,
33819,k,0,etatisme,dasar,
33819.1,x,,<etat> + -isme,bentukan,[89] [S] -isme + (<all>)
,,,,,
33820,k,17,etek,dasar,
,,,,,
33821,k,0,etenoida,dasar,
,,,,,
33822,k,41,eter,dasar,
,,,,,
33823,k,0,eteris,dasar,
33823.1,x,,<eteri> + [-is:-s],bentukan,[177] [S] -is + (i)
33823.2,x,,<eter> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
33824,k,0,eternet,dasar,
,,,,,
33825,k,3,eternit,dasar,
,,,,,
33826,k,0,ethanol,dasar,
,,,,,
33827,k,10,eti,dasar,
33827.1,x,,<et> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
33828,k,0,etida,dasar,
,,,,,
33829,k,544,etik,dasar,
,,,,,
33830,k,0,etik pembangunan,dasar,
33830.1,x,,<etik pembangun> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
33831,k,713,etika,dasar,
,,,,,
33832,k,0,etika bisnis,dasar,
