Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
70775,k,0,memepah,dasar,
70775.1,x,,[meng-:me-] + <mepah>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
70775.2,v,,[meng-:me-] + <pepah>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
,,,,,
70776,k,0,memepak,dasar,
70776.1,x,,[meng-:me-] + <mepak>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
70776.2,v,,[meng-:me-] + <pepak>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
,,,,,
70777,k,0,memepas,dasar,
70777.1,x,,[meng-:me-] + <mepas>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
70777.2,v,,[meng-:me-] + <pepas>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
,,,,,
70778,k,0,memepat,dasar,
70778.1,x,,[meng-:me-] + <mepat>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
70778.2,v,,[meng-:me-] + <pepat>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
,,,,,
70779,k,0,memeper,dasar,
70779.1,x,,[meng-:me-] + <meper>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
70779.2,v,,[meng-:me-] + <peper>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
,,,,,
70780,k,0,memepes,dasar,
70780.1,x,,[meng-:me-] + <mepes>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
70780.2,v,,[meng-:me-] + <pepes>,bentukan,[1] meng- + (l;m;n;ng;ny;r;w;y;[t:n];[p:m];[k:ng];[s:ny]) + (-i;-kan)
,,,,,
70781,v,7,memepet,dasar,
