Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
28037,v,2,dimaksimalisasikan,dasar,,
28037.1,v,,di- + <maksimalisasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28037.2,x,,di- + <maksimalisasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28037.3,x,,<dimaksimalisasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28037.4,x,,<dimaksimalisasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28038,v,85,dimaksimalkan,dasar,,
28038.1,v,,di- + <maksimal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28038.2,x,,di- + <maksimalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28038.3,x,,<dimaksimal> + -kan,bentukan,[29] [S] -kan + (<all>),
28038.4,x,,<dimaksimalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28039,k,3730,dimaksud,dasar,,
28039.1,v,,di- + <maksud>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28040,k,1418,dimaksudkan,dasar,,
28040.1,v,,di- + <maksud> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28040.2,x,,di- + <maksudkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28040.3,x,,<dimaksud> + -kan,bentukan,[29] [S] -kan + (<all>),
28040.4,x,,<dimaksudk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28041,v,22,dimaksudkannya,dasar,,
28041.1,x,,di- + <maksudkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28041.2,x,,<dimaksudkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28041.3,v,,di- + <maksud> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28041.4,x,,di- + <maksudkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28041.5,x,,<dimaksud> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28041.6,x,,<dimaksudk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28042,x,21,dimakud,dasar,,
28042.1,x,,di- + <makud>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28043,v,24,dimakzulkan,dasar,,
28043.1,v,,di- + <makzul> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28043.2,x,,di- + <makzulkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28043.3,x,,<dimakzul> + -kan,bentukan,[29] [S] -kan + (<all>),
28043.4,x,,<dimakzulk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28044,t,2,dimaling,dasar,dicuri,
28044.1,v,,di- + <maling>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28045,v,8,dimampatkan,dasar,,
28045.1,x,,di- + <mampat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28045.2,x,,di- + <mampatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28045.3,x,,<dimampat> + -kan,bentukan,[29] [S] -kan + (<all>),
28045.4,x,,<dimampatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28046,v,6,dimampukan,dasar,,
28046.1,v,,di- + <mampu> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28046.2,x,,di- + <mampukan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28046.3,x,,<dimampu> + -kan,bentukan,[29] [S] -kan + (<all>),
28046.4,x,,<dimampuk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28047,v,2,dimanajeri,dasar,,
28047.1,v,,di- + <manajer> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28047.2,x,,di- + <manajeri>,bentukan,[37] di- + (<all>) + (-i;-kan),
28047.3,x,,<dimanajer> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28048,v,14,dimandatkan,dasar,,
28048.1,v,,di- + <mandat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28048.2,x,,di- + <mandatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28048.3,x,,<dimandat> + -kan,bentukan,[29] [S] -kan + (<all>),
28048.4,x,,<dimandatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28049,v,58,dimandikan,dasar,,
28049.1,v,,di- + <mandi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28049.2,x,,di- + <mandikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28049.3,x,,<dimandi> + -kan,bentukan,[29] [S] -kan + (<all>),
28049.4,x,,<dimandik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28050,t,2,dimandori,dasar,diawasi,
28050.1,v,,di- + <mandor> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28050.2,x,,di- + <mandori>,bentukan,[37] di- + (<all>) + (-i;-kan),
28050.3,x,,<dimandor> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28051,t,3,dimanfaatin,dasar,dimanfaatkan,
28051.1,x,,di- + <manfaatin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28052,v,1757,dimanfaatkan,dasar,,
28052.1,v,,di- + <manfaat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28052.2,x,,di- + <manfaatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28052.3,x,,<dimanfaat> + -kan,bentukan,[29] [S] -kan + (<all>),
28052.4,x,,<dimanfaatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28053,v,25,dimanfaatkannya,dasar,,
28053.1,x,,di- + <manfaatkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28053.2,x,,<dimanfaatkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28053.3,v,,di- + <manfaat> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28053.4,x,,di- + <manfaatkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28053.5,x,,<dimanfaat> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28053.6,x,,<dimanfaatk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28054,v,22,dimangsa,dasar,,
28054.1,v,,di- + <mangsa>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28055,v,45,dimanifestasikan,dasar,,
28055.1,v,,di- + <manifestasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28055.2,x,,di- + <manifestasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28055.3,x,,<dimanifestasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28055.4,x,,<dimanifestasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28056,v,83,dimanipulasi,dasar,,
28056.1,x,,di- + <manipulas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28056.2,v,,di- + <manipulasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28056.3,x,,<dimanipulas> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28057,v,2,dimanis-maniskan,dasar,,
28057.1,v,,di- + <manis> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28058,v,4,dimanisfestasikan,dasar,,
28058.1,v,,di- + <manisfestasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28058.2,x,,di- + <manisfestasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28058.3,x,,<dimanisfestasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28058.4,x,,<dimanisfestasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28059,v,28,dimanja,dasar,,
28059.1,v,,di- + <manja>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28060,v,74,dimanjakan,dasar,,
28060.1,v,,di- + <manja> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28060.2,x,,di- + <manjakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28060.3,x,,<dimanja> + -kan,bentukan,[29] [S] -kan + (<all>),
28060.4,x,,<dimanjak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28061,v,12,dimantapkan,dasar,,
28061.1,v,,di- + <mantap> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28061.2,x,,di- + <mantapkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28061.3,x,,<dimantap> + -kan,bentukan,[29] [S] -kan + (<all>),
28061.4,x,,<dimantapk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28062,x,2,dimanufaktur,dasar,,
28062.1,x,,di- + <manufaktur>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28063,v,6,dimanusiakan,dasar,,
28063.1,v,,di- + <manusia> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28063.2,x,,di- + <manusiakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28063.3,x,,<dimanusia> + -kan,bentukan,[29] [S] -kan + (<all>),
28063.4,x,,<dimanusiak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28064,v,3,dimapankan,dasar,,
28064.1,v,,di- + <mapan> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28064.2,x,,di- + <mapankan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28064.3,x,,<dimapan> + -kan,bentukan,[29] [S] -kan + (<all>),
28064.4,x,,<dimapank> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28065,v,2,dimarah-marahi,dasar,,
28065.1,v,,di- + <marah> [-] <r> + -i,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28066,v,97,dimarahi,dasar,,
28066.1,v,,di- + <marah> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28066.2,x,,di- + <marahi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28066.3,x,,<dimarah> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28067,t,9,dimarahin,dasar,dimarahi,
28067.1,x,,di- + <marahin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28068,v,9,dimarahinya,dasar,,
28068.1,x,,di- + <marahinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28068.2,x,,<dimarahi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28068.3,v,,di- + <marah> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28068.4,x,,di- + <marahi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28068.5,x,,<dimarah> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28069,v,6,dimarginalkan,dasar,,
28069.1,v,,di- + <marginal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28069.2,x,,di- + <marginalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28069.3,x,,<dimarginal> + -kan,bentukan,[29] [S] -kan + (<all>),
28069.4,x,,<dimarginalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28070,v,4,dimarkahi,dasar,,
28070.1,v,,di- + <markah> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28070.2,x,,di- + <markahi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28070.3,x,,<dimarkah> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28071,v,181,dimasak,dasar,,
28071.1,v,,di- + <masak>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28072,t,3,dimasakin,dasar,dimasakkan,
28072.1,x,,di- + <masakin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28073,v,4,dimasakkan,dasar,,
28073.1,v,,di- + <masak> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28073.2,x,,di- + <masakkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28073.3,x,,<dimasak> + -kan,bentukan,[29] [S] -kan + (<all>),
28073.4,x,,<dimasakk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28074,v,5,dimasaknya,dasar,,
28074.1,x,,di- + <masaknya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28074.2,x,,<dimasak> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28074.3,v,,di- + <masak> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28075,v,6,dimasalahkan,dasar,,
28075.1,v,,di- + <masalah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28075.2,x,,di- + <masalahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28075.3,x,,<dimasalah> + -kan,bentukan,[29] [S] -kan + (<all>),
28075.4,x,,<dimasalahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28076,v,3,dimasifkan,dasar,,
28076.1,v,,di- + <masif> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28076.2,x,,di- + <masifkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28076.3,x,,<dimasif> + -kan,bentukan,[29] [S] -kan + (<all>),
28076.4,x,,<dimasifk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28077,v,5,dimaskud,dasar,,
28077.1,x,,di- + <maskud>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28078,v,131,dimasuki,dasar,,
28078.1,v,,di- + <masuk> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28078.2,x,,di- + <masuki>,bentukan,[37] di- + (<all>) + (-i;-kan),
28078.3,x,,<dimasuk> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28079,t,12,dimasukin,dasar,dimasukkan,
28079.1,x,,di- + <masukin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28080,v,22,dimasukinya,dasar,,
28080.1,x,,di- + <masukinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28080.2,x,,<dimasuki> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28080.3,v,,di- + <masuk> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28080.4,x,,di- + <masuki> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28080.5,x,,<dimasuk> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28081,v,1158,dimasukkan,dasar,,
28081.1,v,,di- + <masuk> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28081.2,x,,di- + <masukkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28081.3,x,,<dimasuk> + -kan,bentukan,[29] [S] -kan + (<all>),
28081.4,x,,<dimasukk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28082,v,3,dimasukkanlah,dasar,,
28082.1,x,,di- + <masukkanlah>,bentukan,[37] di- + (<all>) + (-i;-kan),
28082.2,x,,<dimasukkan> + -lah,bentukan,[31] [FS] -lah + (<all>),
28082.3,v,,di- + <masuk> + -kan + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
28082.4,x,,di- + <masukkan> + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
28082.5,x,,<dimasuk> + -kan + -lah,bentukan,[29] [S] -kan + (<all>) => [31] [FS] -lah + (<all>),
28082.6,x,,<dimasukk> + -an + -lah,bentukan,[38] [S] -an + (<all>) => [31] [FS] -lah + (<all>),
,,,,,,
28083,v,71,dimasukkannya,dasar,,
28083.1,x,,di- + <masukkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28083.2,x,,<dimasukkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28083.3,v,,di- + <masuk> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28083.4,x,,di- + <masukkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28083.5,x,,<dimasuk> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28083.6,x,,<dimasukk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28084,v,9,dimasyarakatkan,dasar,,
28084.1,v,,di- + <masyarakat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28084.2,x,,di- + <masyarakatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28084.3,x,,<dimasyarakat> + -kan,bentukan,[29] [S] -kan + (<all>),
28084.4,x,,<dimasyarakatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28085,v,8,dimata-matai,dasar,,
28085.1,v,,di- + <mata> [-] <r> + -i,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28086,v,36,dimatangkan,dasar,,
28086.1,v,,di- + <matang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28086.2,x,,di- + <matangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28086.3,x,,<dimatang> + -kan,bentukan,[29] [S] -kan + (<all>),
28086.4,x,,<dimatangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28087,t,5,dimatiin,dasar,dimatikan,
28087.1,x,,di- + <matiin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28088,v,156,dimatikan,dasar,,
28088.1,v,,di- + <mati> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28088.2,x,,di- + <matikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28088.3,x,,<dimati> + -kan,bentukan,[29] [S] -kan + (<all>),
28088.4,x,,<dimatik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28089,v,3,dimatikannya,dasar,,
28089.1,x,,di- + <matikannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28089.2,x,,<dimatikan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28089.3,v,,di- + <mati> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28089.4,x,,di- + <matikan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28089.5,x,,<dimati> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28089.6,x,,<dimatik> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28090,v,2,dimaturasi,dasar,,
28090.1,x,,di- + <maturas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28090.2,v,,di- + <maturasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28090.3,x,,<dimaturas> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28091,t,4,dimau,dasar,diinginkan,
28091.1,x,,di- + <mau>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28092,t,7,dimaui,dasar,diinginkan,
28092.1,v,,di- + <mau> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28092.2,x,,di- + <maui>,bentukan,[37] di- + (<all>) + (-i;-kan),
28092.3,x,,<dimau> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28093,t,2,dimauinya,dasar,diinginkannya,
28093.1,x,,di- + <mauinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28093.2,x,,<dimaui> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28093.3,v,,di- + <mau> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28093.4,x,,di- + <maui> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28093.5,x,,<dimau> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28094,k,0,dimba,dasar,,
28094.1,x,,di- + <mba>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28095,v,2,dimediakan,dasar,,
28095.1,v,,di- + <media> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28095.2,x,,di- + <mediakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28095.3,x,,<dimedia> + -kan,bentukan,[29] [S] -kan + (<all>),
28095.4,x,,<dimediak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28096,v,62,dimediasi,dasar,,
28096.1,x,,di- + <medias> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28096.2,v,,di- + <mediasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28096.3,x,,<dimedias> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28097,k,0,dimedon,dasar,,
28097.1,x,,di- + <medon>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28098,k,5,dimejahijaukan,dasar,,
28098.1,v,,di- + <mejahijau> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28098.2,x,,di- + <mejahijaukan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28098.3,x,,<dimejahijau> + -kan,bentukan,[29] [S] -kan + (<all>),
28098.4,x,,<dimejahijauk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28099,v,17,dimekarkan,dasar,,
28099.1,v,,di- + <mekar> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28099.2,x,,di- + <mekarkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28099.3,x,,<dimekar> + -kan,bentukan,[29] [S] -kan + (<all>),
28099.4,x,,<dimekark> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28100,v,3,dimelarkan,dasar,,
28100.1,v,,di- + <melar> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28100.2,x,,di- + <melarkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28100.3,x,,<dimelar> + -kan,bentukan,[29] [S] -kan + (<all>),
28100.4,x,,<dimelark> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28101,v,60,dimenangi,dasar,,
28101.1,v,,di- + <menang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28101.2,x,,di- + <menangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28101.3,x,,<dimenang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28102,v,224,dimenangkan,dasar,,
28102.1,v,,di- + <menang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28102.2,x,,di- + <menangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28102.3,x,,<dimenang> + -kan,bentukan,[29] [S] -kan + (<all>),
28102.4,x,,<dimenangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28103,v,9,dimenangkannya,dasar,,
28103.1,x,,di- + <menangkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28103.2,x,,<dimenangkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28103.3,v,,di- + <menang> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28103.4,x,,di- + <menangkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28103.5,x,,<dimenang> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28103.6,x,,<dimenangk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28104,v,359,dimengerti,dasar,,
28104.1,x,,di- + <mengert> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28104.2,v,,di- + <mengerti>,bentukan,[37] di- + (<all>) + (-i;-kan),
28104.3,x,,<dimengert> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28105,v,7,dimengertinya,dasar,,
28105.1,x,,di- + <mengertinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28105.2,x,,<dimengerti> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28105.3,x,,di- + <mengert> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28105.4,v,,di- + <mengerti> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28105.5,x,,<dimengert> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28106,k,1077,dimensi,dasar,,
28106.1,x,,di- + <mens> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28106.2,x,,di- + <mensi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28106.3,x,,<dimens> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28107,k,0,dimensi empat,dasar,,
28107.1,x,,di- + <mensi empat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28108,k,0,dimensi hukum,dasar,,
28108.1,x,,di- + <mensi hukum>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28109,k,0,dimensi ruang vektor,dasar,,
28109.1,x,,di- + <mensi ruang vektor>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28110,k,0,dimensi sebuah matriks,dasar,,
28110.1,x,,di- + <mensi sebuah matriks>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28111,v,42,dimensi-dimensi,dasar,,
28111.1,v,,<dimensi> [-] <r>,bentukan,[23] [RD] |,
28111.2,x,,di- + <mens> + -i [-] di- + <r> + -i,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28111.3,x,,di- + <mensi> [-] di- + <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28111.4,x,,<dimens> + -i [-] <r> + -i,bentukan,[28] [S] -i + (<all>) => [23] [RD] |,
,,,,,,
28112,v,3,dimensi-dimensinya,dasar,,
28112.1,v,,<dimensi> [-] <r> + -nya,bentukan,[23] [RD] |,
28112.2,x,,di- + <mens> + -i [-] di- + <r> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28112.3,x,,di- + <mensi> [-] di- + <r> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28112.4,x,,<dimens> + -i [-] <r> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [23] [RD] |,
28112.5,x,,<dimensi> [-] <r> + -nya,bentukan,[23] [RD] | => [34] [SFS] -nya + (<all>),
28112.6,x,,di- + <mens> + -i [-] di- + <r> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] | => [34] [SFS] -nya + (<all>),
28112.7,x,,di- + <mensi> [-] di- + <r> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] | => [34] [SFS] -nya + (<all>),
28112.8,x,,<dimens> + -i [-] <r> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [23] [RD] | => [34] [SFS] -nya + (<all>),
,,,,,,
28113,t,3,dimensia,dasar,demensia,
28113.1,x,,di- + <mensia>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28114,v,123,dimensinya,dasar,,
28114.1,x,,di- + <mensinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28114.2,v,,<dimensi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28114.3,x,,di- + <mens> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
