Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
28276,v,4,dinasionalisasikan,dasar,,
28276.1,v,,di- + <nasionalisasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28276.2,x,,di- + <nasionalisasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28276.3,x,,<dinasionalisasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28276.4,x,,<dinasionalisasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28277,v,2,dinasionalkan,dasar,,
28277.1,v,,di- + <nasional> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28277.2,x,,di- + <nasionalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28277.3,x,,<dinasional> + -kan,bentukan,[29] [S] -kan + (<all>),
28277.4,x,,<dinasionalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28278,v,60,dinasnya,dasar,,
28278.1,x,,di- + <nasnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28278.2,v,,<dinas> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28278.3,x,,di- + <nas> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28279,v,120,dinasti,dasar,,
28279.1,x,,di- + <nast> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28279.2,x,,di- + <nasti>,bentukan,[37] di- + (<all>) + (-i;-kan),
28279.3,x,,<dinast> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28280,v,4,dinasti-dinasti,dasar,,
28280.1,v,,<dinasti> [-] <r>,bentukan,[23] [RD] |,
28280.2,x,,di- + <nast> + -i [-] di- + <r> + -i,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28280.3,x,,di- + <nasti> [-] di- + <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28280.4,x,,<dinast> + -i [-] <r> + -i,bentukan,[28] [S] -i + (<all>) => [23] [RD] |,
,,,,,,
28281,v,11,dinaturalisasi,dasar,,
28281.1,x,,di- + <naturalisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28281.2,v,,di- + <naturalisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28281.3,x,,<dinaturalisas> + -i,bentukan,[28] [S] -i + (<all>),
28281.4,x,,<dinaturali> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
28281.5,x,,<dinaturalis> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
28281.6,x,,<dinatural> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
28282,v,42,dinaungi,dasar,,
28282.1,v,,di- + <naung> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28282.2,x,,di- + <naungi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28282.3,x,,<dinaung> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28283,v,5,dinaunginya,dasar,,
28283.1,x,,di- + <naunginya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28283.2,x,,<dinaungi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28283.3,v,,di- + <naung> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28283.4,x,,di- + <naungi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28283.5,x,,<dinaung> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28284,v,2,dinavigasikan,dasar,,
28284.1,v,,di- + <navigasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28284.2,x,,di- + <navigasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28284.3,x,,<dinavigasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28284.4,x,,<dinavigasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28285,k,1141,dinding,dasar,,
28285.1,x,,di- + <nding>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28286,k,0,dinding api,dasar,,
28286.1,x,,di- + <nding ap> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28286.2,x,,di- + <nding api>,bentukan,[37] di- + (<all>) + (-i;-kan),
28286.3,x,,<dinding ap> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28287,k,0,dinding asam,dasar,,
28287.1,x,,di- + <nding asam>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28288,k,0,dinding awan,dasar,,
28288.1,x,,di- + <nding awan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28288.2,x,,<dinding aw> + -an,bentukan,[38] [S] -an + (<all>),
28288.3,x,,<dinding a> + -wan,bentukan,[180] [S] -wan + (<others>),
28288.4,x,,<dinding > + [-wan:-awan],bentukan,[18000001] [S] -wan + (<all>),
,,,,,,
28289,k,0,dinding bata,dasar,,
28289.1,x,,di- + <nding bata>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28290,k,0,dinding batu,dasar,,
28290.1,x,,di- + <nding batu>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28291,k,0,dinding debu,dasar,,
28291.1,x,,di- + <nding debu>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28292,k,0,dinding fohn,dasar,,
28292.1,x,,di- + <nding fohn>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28293,k,0,dinding fon,dasar,,
28293.1,x,,di- + <nding fon>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28294,d,0,dinding rumah,dasar,,
28294.1,x,,di- + <nding rumah>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28295,k,0,dinding sekat,dasar,,
28295.1,x,,di- + <nding sekat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28296,v,91,dinding-dinding,dasar,,
28296.1,v,,<dinding> [-] <r>,bentukan,[23] [RD] |,
28296.2,x,,di- + <nding> [-] di- + <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
,,,,,,
28297,v,18,dinding-dindingnya,dasar,,
28297.1,v,,<dinding> [-] <r> + -nya,bentukan,[23] [RD] |,
28297.2,x,,di- + <nding> [-] di- + <r> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28297.3,x,,<dinding> [-] <r> + -nya,bentukan,[23] [RD] | => [34] [SFS] -nya + (<all>),
28297.4,x,,di- + <nding> [-] di- + <r> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] | => [34] [SFS] -nya + (<all>),
,,,,,,
28298,v,80,dindingnya,dasar,,
28298.1,x,,di- + <ndingnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28298.2,v,,<dinding> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28298.3,x,,di- + <nding> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28299,k,3,dine,dasar,,
28299.1,x,,di- + <ne>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28300,v,3,dinegasikan,dasar,,
28300.1,v,,di- + <negasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28300.2,x,,di- + <negasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28300.3,x,,<dinegasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28300.4,x,,<dinegasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28301,v,3,dinegerikan,dasar,,
28301.1,v,,di- + <negeri> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28301.2,x,,di- + <negerikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28301.3,x,,<dinegeri> + -kan,bentukan,[29] [S] -kan + (<all>),
28301.4,x,,<dinegerik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28302,x,2,dinegerinya,dasar,,
28302.1,x,,di- + <negerinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28302.2,x,,<dinegeri> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28302.3,x,,di- + <neger> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28302.4,x,,di- + <negeri> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28302.5,x,,<dineger> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28303,v,2,dinego,dasar,,
28303.1,v,,di- + <nego>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28304,v,3,dinegosiasi,dasar,,
28304.1,x,,di- + <negosias> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28304.2,v,,di- + <negosiasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28304.3,x,,<dinegosias> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28305,v,27,dinegosiasikan,dasar,,
28305.1,v,,di- + <negosiasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28305.2,x,,di- + <negosiasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28305.3,x,,<dinegosiasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28305.4,x,,<dinegosiasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28306,v,6,dinekropsi,dasar,,
28306.1,x,,di- + <nekrops> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28306.2,v,,di- + <nekropsi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28306.3,x,,<dinekrops> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28307,v,4,dinetralisasi,dasar,,
28307.1,x,,di- + <netralisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28307.2,v,,di- + <netralisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28307.3,x,,<dinetralisas> + -i,bentukan,[28] [S] -i + (<all>),
28307.4,x,,<dinetrali> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
28307.5,x,,<dinetralis> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
28307.6,x,,<dinetral> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
28308,x,12,dinetralisir,dasar,,
28308.1,x,,di- + <netralisir>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28309,v,14,dinetralkan,dasar,,
28309.1,v,,di- + <netral> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28309.2,x,,di- + <netralkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28309.3,x,,<dinetral> + -kan,bentukan,[29] [S] -kan + (<all>),
28309.4,x,,<dinetralk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28310,v,2,dinformasikan,dasar,,
28310.1,x,,<dinformasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28310.2,x,,<dinformasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28311,k,0,dingang,dasar,,
28311.1,x,,di- + <ngang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28312,k,0,dingdet,dasar,,
,,,,,,
28313,k,1400,dingin,dasar,,
28313.1,x,,di- + <ngin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28314,k,0,dingin hati,dasar,,
28314.1,x,,di- + <ngin hat> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28314.2,x,,di- + <ngin hati>,bentukan,[37] di- + (<all>) + (-i;-kan),
28314.3,x,,<dingin hat> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28315,k,0,dingin kepala,dasar,,
28315.1,x,,di- + <ngin kepala>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28316,k,0,dingin menyumsum,dasar,,
28316.1,x,,di- + <ngin menyumsum>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28317,k,0,dingin tangan,dasar,,
28317.1,x,,di- + <ngin tangan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28317.2,x,,<dingin tang> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28318,v,7,dingin-dingin,dasar,,
28318.1,v,,<dingin> [-] <r>,bentukan,[23] [RD] |,
28318.2,x,,di- + <ngin> [-] di- + <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
,,,,,,
28319,v,23,dinginkan,dasar,,
28319.1,x,,di- + <ngin> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28319.2,x,,di- + <nginkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28319.3,v,,<dingin> + -kan,bentukan,[29] [S] -kan + (<all>),
28319.4,x,,<dingink> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28320,k,0,dingkis,dasar,,
28320.1,x,,<dingki> + [-is:-s],bentukan,[177] [S] -is + (i),
28320.2,x,,<dingk> + -is,bentukan,[178] [S] -is + (<others>),
,,,,,,
28321,k,0,dingkit,dasar,,
,,,,,,
28322,k,0,dingklang,dasar,,
,,,,,,
28323,k,11,dingklik,dasar,,
,,,,,,
28324,k,2,dingo,dasar,,
28324.1,x,,di- + <ngo>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28325,k,1755,dini,dasar,,
28325.1,x,,di- + <n> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28325.2,x,,di- + <ni>,bentukan,[37] di- + (<all>) + (-i;-kan),
28325.3,x,,<din> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28326,k,0,dini hari,dasar,,
28326.1,x,,di- + <ni har> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28326.2,x,,di- + <ni hari>,bentukan,[37] di- + (<all>) + (-i;-kan),
28326.3,x,,<dini har> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28327,v,2,diniagakan,dasar,,
28327.1,v,,di- + <niaga> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28327.2,x,,di- + <niagakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28327.3,x,,<diniaga> + -kan,bentukan,[29] [S] -kan + (<all>),
28327.4,x,,<diniagak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28328,k,0,diniah,dasar,,
28328.1,x,,di- + <niah>,bentukan,[37] di- + (<all>) + (-i;-kan),
28328.2,x,,<din> + -iah,bentukan,[175] [S] -iah + (<others>),
,,,,,,
28329,v,57,diniatkan,dasar,,
28329.1,v,,di- + <niat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28329.2,x,,di- + <niatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28329.3,x,,<diniat> + -kan,bentukan,[29] [S] -kan + (<all>),
28329.4,x,,<diniatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28330,v,2,diniatkannya,dasar,,
28330.1,x,,di- + <niatkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28330.2,x,,<diniatkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28330.3,v,,di- + <niat> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28330.4,x,,di- + <niatkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28330.5,x,,<diniat> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28330.6,x,,<diniatk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28331,v,60,dinikahi,dasar,,
28331.1,v,,di- + <nikah> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28331.2,x,,di- + <nikahi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28331.3,x,,<dinikah> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28332,v,33,dinikahinya,dasar,,
28332.1,x,,di- + <nikahinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28332.2,x,,<dinikahi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28332.3,v,,di- + <nikah> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28332.4,x,,di- + <nikahi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28332.5,x,,<dinikah> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28333,v,62,dinikahkan,dasar,,
28333.1,v,,di- + <nikah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28333.2,x,,di- + <nikahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28333.3,x,,<dinikah> + -kan,bentukan,[29] [S] -kan + (<all>),
28333.4,x,,<dinikahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28334,v,589,dinikmati,dasar,,
28334.1,v,,di- + <nikmat> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28334.2,x,,di- + <nikmati>,bentukan,[37] di- + (<all>) + (-i;-kan),
28334.3,x,,<dinikmat> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28335,t,6,dinikmatin,dasar,dinikmati,
28335.1,x,,di- + <nikmatin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28336,v,25,dinikmatinya,dasar,,
28336.1,x,,di- + <nikmatinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28336.2,x,,<dinikmati> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28336.3,v,,di- + <nikmat> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28336.4,x,,di- + <nikmati> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28336.5,x,,<dinikmat> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28337,v,2564,dinilai,dasar,,
28337.1,x,,di- + <nila> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28337.2,v,,di- + <nilai>,bentukan,[37] di- + (<all>) + (-i;-kan),
28337.3,x,,<dinila> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28338,v,88,dinilainya,dasar,,
28338.1,x,,di- + <nilainya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28338.2,x,,<dinilai> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28338.3,x,,di- + <nila> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28338.4,v,,di- + <nilai> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28338.5,x,,<dinila> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28339,t,5,dininabobokan,dasar,ditidurkan,
28339.1,v,,di- + <ninabobo> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28339.2,x,,di- + <ninabobokan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28339.3,x,,<dininabobo> + -kan,bentukan,[29] [S] -kan + (<all>),
28339.4,x,,<dininabobok> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28340,v,5,dinisbahkan,dasar,,
28340.1,v,,di- + <nisbah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28340.2,x,,di- + <nisbahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28340.3,x,,<dinisbah> + -kan,bentukan,[29] [S] -kan + (<all>),
28340.4,x,,<dinisbahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28341,t,8,dinisbatkan,dasar,dinisbahkan,
28341.1,x,,di- + <nisbat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28341.2,x,,di- + <nisbatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28341.3,x,,<dinisbat> + -kan,bentukan,[29] [S] -kan + (<all>),
28341.4,x,,<dinisbatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28342,v,3,diniscayakan,dasar,,
28342.1,v,,di- + <niscaya> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28342.2,x,,di- + <niscayakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28342.3,x,,<diniscaya> + -kan,bentukan,[29] [S] -kan + (<all>),
28342.4,x,,<diniscayak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28343,v,4,dinista,dasar,,
28343.1,v,,di- + <nista>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28344,v,12,dinistakan,dasar,,
28344.1,v,,di- + <nista> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28344.2,x,,di- + <nistakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28344.3,x,,<dinista> + -kan,bentukan,[29] [S] -kan + (<all>),
28344.4,x,,<dinistak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28345,k,0,dinitrobenzena,dasar,,
28345.1,x,,di- + <nitrobenzena>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28346,v,160,dinobatkan,dasar,,
28346.1,v,,di- + <nobat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28346.2,x,,di- + <nobatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28346.3,x,,<dinobat> + -kan,bentukan,[29] [S] -kan + (<all>),
28346.4,x,,<dinobatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28347,v,2,dinobatkannya,dasar,,
28347.1,x,,di- + <nobatkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28347.2,x,,<dinobatkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28347.3,v,,di- + <nobat> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28347.4,x,,di- + <nobatkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28347.5,x,,<dinobat> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28347.6,x,,<dinobatk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28348,v,20,dinodai,dasar,,
28348.1,v,,di- + <noda> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28348.2,x,,di- + <nodai>,bentukan,[37] di- + (<all>) + (-i;-kan),
28348.3,x,,<dinoda> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28349,k,0,dinofobia,dasar,,
28349.1,x,,di- + <nofobia>,bentukan,[37] di- + (<all>) + (-i;-kan),
28349.2,x,,<dino> + -fobia,bentukan,[107] [S] -fobia + (<all>),
,,,,,,
28350,v,3,dinolkan,dasar,,
28350.1,v,,di- + <nol> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28350.2,x,,di- + <nolkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28350.3,x,,<dinol> + -kan,bentukan,[29] [S] -kan + (<all>),
28350.4,x,,<dinolk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28351,v,2,dinominalkan,dasar,,
28351.1,v,,di- + <nominal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28351.2,x,,di- + <nominalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28351.3,x,,<dinominal> + -kan,bentukan,[29] [S] -kan + (<all>),
28351.4,x,,<dinominalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28352,v,3,dinominasi,dasar,,
28352.1,x,,di- + <nominas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28352.2,v,,di- + <nominasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28352.3,x,,<dinominas> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28353,v,20,dinominasikan,dasar,,
28353.1,v,,di- + <nominasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28353.2,x,,di- + <nominasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28353.3,x,,<dinominasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28353.4,x,,<dinominasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28354,t,2,dinomor-duakan,dasar,,
,,,,,,
28355,v,13,dinomorduakan,dasar,,
28355.1,v,,di- + <nomordua> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28355.2,x,,di- + <nomorduakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28355.3,x,,<dinomordua> + -kan,bentukan,[29] [S] -kan + (<all>),
28355.4,x,,<dinomorduak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28356,v,4,dinomorsatukan,dasar,,
28356.1,v,,di- + <nomorsatu> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28356.2,x,,di- + <nomorsatukan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28356.3,x,,<dinomorsatu> + -kan,bentukan,[29] [S] -kan + (<all>),
28356.4,x,,<dinomorsatuk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28357,v,3,dinomorsekiankan,dasar,,
28357.1,v,,di- + <nomorsekian> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28357.2,x,,di- + <nomorsekiankan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28357.3,x,,<dinomorsekian> + -kan,bentukan,[29] [S] -kan + (<all>),
28357.4,x,,<dinomorsekiank> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28358,v,89,dinonaktifkan,dasar,,
28358.1,v,,di- + <nonaktif> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28358.2,x,,di- + <nonaktifkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28358.3,x,,<dinonaktif> + -kan,bentukan,[29] [S] -kan + (<all>),
28358.4,x,,<dinonaktifk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28359,v,11,dinormalisasi,dasar,,
28359.1,x,,di- + <normalisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28359.2,v,,di- + <normalisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28359.3,x,,<dinormalisas> + -i,bentukan,[28] [S] -i + (<all>),
28359.4,x,,<dinormali> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
28359.5,x,,<dinormalis> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
28359.6,x,,<dinormal> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
28360,v,3,dinormalisasikan,dasar,,
28360.1,v,,di- + <normalisasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28360.2,x,,di- + <normalisasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28360.3,x,,<dinormalisasi> + -kan,bentukan,[29] [S] -kan + (<all>),
28360.4,x,,<dinormalisasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28361,v,4,dinormalkan,dasar,,
28361.1,v,,di- + <normal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28361.2,x,,di- + <normalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28361.3,x,,<dinormal> + -kan,bentukan,[29] [S] -kan + (<all>),
28361.4,x,,<dinormalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28362,v,26,dinosaurus,dasar,,
28362.1,x,,di- + <nosaurus>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28363,v,16,dinotasikan,dasar,,
28363.1,v,,di- + <notasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
