Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
107222,k,0,redaktur penyunting,dasar,
,,,,,
107223,k,0,redaktur regional,dasar,
,,,,,
107224,k,0,redaktur tamu,dasar,
107224.1,x,,<redaktur ta> + -mu,bentukan,[33] [SFS] -mu + (<all>)
,,,,,
107225,k,0,redaktur tugas,dasar,
,,,,,
107226,k,46,redam,dasar,
,,,,,
107227,k,0,redam padam,dasar,
,,,,,
107228,k,0,redam-redam,dasar,
107228.1,v,,<redam> [-] <r>,bentukan,[23] [RD] |
,,,,,
107229,k,14,redaman,dasar,
107229.1,v,,<redam> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
107230,k,0,redang,dasar,
,,,,,
107231,k,0,redap,dasar,
,,,,,
107232,k,0,redas,dasar,
,,,,,
107233,k,2,rede,dasar,
,,,,,
107234,k,18,redefinisi,dasar,
107234.1,x,,<redefinis> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107235,k,0,redefinisi nyeri,dasar,
107235.1,x,,<redefinisi nyer> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107236,k,6,redenominasi,dasar,
107236.1,x,,<redenominas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107237,k,0,redep-redup,dasar,
107237.1,v,,<[redup:redep-redup]>,bentukan,[Reduplication-Rhyming]
,,,,,
107238,k,0,redep-redup alang,dasar,
,,,,,
107239,k,0,redep-redup bahasa,dasar,
,,,,,
107240,k,5,redesain,dasar,
,,,,,
107241,k,0,redih,dasar,
,,,,,
107242,k,0,redik,dasar,
,,,,,
107243,k,50,redistribusi,dasar,
107243.1,x,,<redistribus> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107244,k,0,redite,dasar,
,,,,,
107245,k,15,redoks,dasar,
,,,,,
107246,k,176,reduksi,dasar,
107246.1,x,,<reduks> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107247,k,0,reduksi suhu ke permukaan laut,dasar,
,,,,,
107248,k,0,reduksi tekanan ketinggian baku,dasar,
107248.1,x,,<reduksi tekanan ketinggian ba> + -ku,bentukan,[32] [SFS] -ku + (<all>)
,,,,,
107249,v,4,reduksionis,dasar,
107249.1,x,,<reduksioni> + [-is:-s],bentukan,[177] [S] -is + (i)
107249.2,x,,<reduksion> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
107250,k,2,reduksionisme,dasar,
107250.1,x,,<reduksion> + -isme,bentukan,[89] [S] -isme + (<all>)
,,,,,
107251,k,10,reduktase,dasar,
107251.1,x,,<redukt> + -ase,bentukan,[210] [S] -ase + (<all>)
,,,,,
107252,k,9,reduktif,dasar,
,,,,,
107253,k,0,redum,dasar,
,,,,,
107254,k,0,redundan,dasar,
107254.1,x,,<redund> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
107255,k,2,redundansi,dasar,
107255.1,x,,<redundans> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107256,k,178,redup,dasar,
,,,,,
107257,k,9,reduplikasi,dasar,
107257.1,x,,<reduplikas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107258,k,0,reduplikasi fonologis,dasar,
107258.1,x,,<reduplikasi fonologi> + [-is:-s],bentukan,[177] [S] -is + (i)
107258.2,x,,<reduplikasi fonolog> + -is,bentukan,[178] [S] -is + (<others>)
107258.3,x,,<reduplikasi fono> + -logi+-s,bentukan,[194] [MS] -logi+-s + (<all>)
,,,,,
107259,k,0,reduplikasi gramatikal,dasar,
,,,,,
107260,k,0,reduplikasi idiomatis,dasar,
107260.1,x,,<reduplikasi idiomati> + [-is:-s],bentukan,[177] [S] -is + (i)
107260.2,x,,<reduplikasi idiomat> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
107261,k,0,reduplikasi morfologis,dasar,
107261.1,x,,<reduplikasi morfologi> + [-is:-s],bentukan,[177] [S] -is + (i)
107261.2,x,,<reduplikasi morfolog> + -is,bentukan,[178] [S] -is + (<others>)
107261.3,x,,<reduplikasi morfo> + -logi+-s,bentukan,[194] [MS] -logi+-s + (<all>)
,,,,,
107262,k,0,reduplikasi sintaksis,dasar,
107262.1,x,,<reduplikasi sintaksi> + [-is:-s],bentukan,[177] [S] -is + (i)
107262.2,x,,<reduplikasi sintaks> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
107263,k,0,redusir,dasar,
,,,,,
107264,k,0,redut,dasar,
,,,,,
107265,k,0,reduzat,dasar,
,,,,,
107266,k,0,reedukasi,dasar,
107266.1,x,,<reedukas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107267,v,3,reekspor,dasar,
,,,,,
107268,v,10,ref,dasar,
,,,,,
107269,k,0,referat,dasar,
,,,,,
107270,k,0,referen,dasar,
,,,,,
107271,k,0,referendaris,dasar,
107271.1,x,,<referendari> + [-is:-s],bentukan,[177] [S] -is + (i)
107271.2,x,,<referendar> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
107272,v,63,referendum,dasar,
,,,,,
107273,k,0,referendum fakultatif,dasar,
,,,,,
107274,k,0,referendum obligator,dasar,
,,,,,
107275,k,828,referensi,dasar,
107275.1,x,,<referens> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107276,k,0,referensi absolut,dasar,
,,,,,
107277,k,0,referensi sel,dasar,
,,,,,
107278,v,7,referensi-referensi,dasar,
107278.1,v,,<referensi> [-] <r>,bentukan,[23] [RD] |
107278.2,x,,<referens> + -i [-] <r> + -i,bentukan,[28] [S] -i + (<all>) => [23] [RD] |
,,,,,
107279,k,10,referensial,dasar,
,,,,,
107280,k,0,reflasi,dasar,
107280.1,x,,<reflas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107281,k,105,refleks,dasar,
,,,,,
107282,k,0,refleks akomodasi,dasar,
107282.1,x,,<refleks akomodas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107283,k,0,refleks alir,dasar,
,,,,,
107284,k,0,refleks babinski,dasar,
107284.1,x,,<refleks babinsk> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107285,k,0,refleks impuls,dasar,
,,,,,
107286,k,0,refleks lutut,dasar,
,,,,,
107287,k,0,refleks miotatik,dasar,
,,,,,
107288,k,0,refleks mutlak absolut,dasar,
,,,,,
107289,k,0,refleks pisau lipat,dasar,
,,,,,
107290,k,0,refleks regang,dasar,
,,,,,
107291,k,374,refleksi,dasar,
107291.1,x,,<refleks> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107292,v,6,refleksikan,dasar,
107292.1,v,,<refleksi> + -kan,bentukan,[29] [S] -kan + (<all>)
107292.2,x,,<refleksik> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
107293,k,0,refleksologi,dasar,
107293.1,x,,<refleksolog> + -i,bentukan,[28] [S] -i + (<all>)
107293.2,x,,<reflekso> + -logi,bentukan,[190] [S] -logi + (<all>)
,,,,,
107294,k,0,reflektif,dasar,
,,,,,
107295,k,0,reflektometer,dasar,
107295.1,x,,<reflekto> + -meter,bentukan,[189] [S] -meter + (<all>)
,,,,,
107296,k,0,reflektor,dasar,
,,,,,
107297,k,0,reflektor berkas laser,dasar,
,,,,,
107298,k,0,refluks,dasar,
,,,,,
107299,d,0,refluks gastroesofagus,dasar,
,,,,,
107300,k,0,reforestasi,dasar,
107300.1,x,,<reforestas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107301,k,1443,reformasi,dasar,
107301.1,x,,<reformas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107302,k,0,reformasi ekonomi,dasar,
107302.1,x,,<reformasi ekonom> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107303,k,0,reformasi hukum,dasar,
,,,,,
107304,k,0,reformasi politik,dasar,
,,,,,
107305,k,0,reformis,dasar,
107305.1,x,,<reformi> + [-is:-s],bentukan,[177] [S] -is + (i)
107305.2,x,,<reform> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
107306,k,0,reformisme,dasar,
107306.1,x,,<reform> + -isme,bentukan,[89] [S] -isme + (<all>)
,,,,,
107307,k,0,reformulasi,dasar,
107307.1,x,,<reformulas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107308,k,0,refraksi,dasar,
107308.1,x,,<refraks> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107309,k,0,refraksi atmosfer,dasar,
,,,,,
107310,k,0,refraktometer,dasar,
107310.1,x,,<refrakto> + -meter,bentukan,[189] [S] -meter + (<all>)
,,,,,
107311,k,0,refraktometri,dasar,
107311.1,x,,<refraktometr> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107312,k,0,refraktor,dasar,
,,,,,
107313,k,0,refraktori,dasar,
107313.1,x,,<refraktor> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107314,k,0,refrein,dasar,
,,,,,
107315,t,2,refrendum,dasar,referendum
,,,,,
107316,t,11,refrensi,dasar,referensi
107316.1,x,,<refrens> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
107317,k,0,refrigeran,dasar,
107317.1,x,,<refriger> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
107318,k,0,refrigerator,dasar,
,,,,,
107319,k,0,regah,dasar,
,,,,,
107320,k,0,regan,dasar,
107320.1,x,,<reg> + -an,bentukan,[38] [S] -an + (<all>)
