Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
42293,k,0,hutan musim,dasar,
,,,,,
42294,k,0,hutan negara,dasar,
,,,,,
42295,k,0,hutan normal,dasar,
,,,,,
42296,k,0,hutan pantai,dasar,
42296.1,x,,<hutan panta> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
42297,k,0,hutan pegunungan atas,dasar,
,,,,,
42298,k,0,hutan pegunungan rendah,dasar,
,,,,,
42299,k,0,hutan pegunungan tinggi,dasar,
42299.1,x,,<hutan pegunungan tingg> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
42300,k,0,hutan perawan,dasar,
42300.1,x,,<hutan peraw> + -an,bentukan,[38] [S] -an + (<all>)
42300.2,x,,<hutan pera> + -wan,bentukan,[180] [S] -wan + (<others>)
42300.3,x,,<hutan per> + [-wan:-awan],bentukan,[18000001] [S] -wan + (<all>)
,,,,,
42301,k,0,hutan plantasi,dasar,
42301.1,x,,<hutan plantas> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
42302,k,0,hutan primer,dasar,
,,,,,
42303,k,0,hutan produksi,dasar,
42303.1,x,,<hutan produks> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
42304,k,0,hutan rakyat,dasar,
,,,,,
42305,k,0,hutan rantau,dasar,
,,,,,
42306,k,0,hutan rawa,dasar,
,,,,,
42307,k,0,hutan rimba,dasar,
,,,,,
42308,k,0,hutan rontok,dasar,
,,,,,
42309,k,0,hutan sabana,dasar,
,,,,,
42310,k,0,hutan sekunder,dasar,
,,,,,
42311,k,0,hutan semak belukar,dasar,
,,,,,
42312,k,0,hutan suaka alam,dasar,
,,,,,
42313,k,0,hutan subalpin,dasar,
,,,,,
42314,k,0,hutan subtropis,dasar,
42314.1,x,,<hutan subtropi> + [-is:-s],bentukan,[177] [S] -is + (i)
42314.2,x,,<hutan subtrop> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
42315,k,0,hutan tanah,dasar,
,,,,,
42316,k,0,hutan tropis,dasar,
42316.1,x,,<hutan tropi> + [-is:-s],bentukan,[177] [S] -is + (i)
42316.2,x,,<hutan trop> + -is,bentukan,[178] [S] -is + (<others>)
,,,,,
42317,k,0,hutan tua,dasar,
,,,,,
42318,k,0,hutan tutupan,dasar,
42318.1,x,,<hutan tutup> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
42319,k,0,hutan wisata,dasar,
42319.1,x,,<hutan > + -wisata,bentukan,[212] [S] -wisata + (<all>)
,,,,,
42320,v,78,hutan-hutan,dasar,
42320.1,v,,<hutan> [-] <r>,bentukan,[23] [RD] |
42320.2,x,,<hut> + -an [-] <r> + -an,bentukan,[38] [S] -an + (<all>) => [23] [RD] |
,,,,,
42321,v,2,hutan-hutannya,dasar,
42321.1,x,,<hutan> [-] <r> + -nya,bentukan,[23] [RD] |
42321.2,x,,<hut> + -an [-] <r> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [23] [RD] |
42321.3,v,,<hutan> [-] <r> + -nya,bentukan,[23] [RD] | => [34] [SFS] -nya + (<all>)
42321.4,x,,<hut> + -an [-] <r> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [23] [RD] | => [34] [SFS] -nya + (<all>)
,,,,,
42322,c,245,hutang,dasar,utang
,,,,,
42323,t,13,hutang-hutang,dasar,utang-utang
42323.1,x,,<hutang> [-] <r>,bentukan,[23] [RD] |
,,,,,
42324,t,5,hutang-hutangnya,dasar,utang-utangnya
42324.1,x,,<hutang> [-] <r> + -nya,bentukan,[23] [RD] |
42324.2,x,,<hutang> [-] <r> + -nya,bentukan,[23] [RD] | => [34] [SFS] -nya + (<all>)
,,,,,
42325,t,4,hutang-piutang,dasar,utang-piutang
,,,,,
42326,t,2,hutangi,dasar,utangi
42326.1,x,,<hutang> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
42327,t,2,hutangkan,dasar,utangkan
42327.1,x,,<hutang> + -kan,bentukan,[29] [S] -kan + (<all>)
42327.2,x,,<hutangk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
42328,t,25,hutangnya,dasar,utangnya
42328.1,x,,<hutang> + -nya,bentukan,[34] [SFS] -nya + (<all>)
,,,,,
42329,v,32,hutannya,dasar,
42329.1,v,,<hutan> + -nya,bentukan,[34] [SFS] -nya + (<all>)
42329.2,x,,<hut> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
42330,k,7,huwa,dasar,
,,,,,
42331,k,0,huwali,dasar,
42331.1,x,,<huwal> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
42332,k,0,huyung,dasar,
,,,,,
42333,k,53,hyang,dasar,
,,,,,
42334,k,0,hymne,dasar,
,,,,,
42335,k,0,i,dasar,
,,,,,
42336,k,9761,ia,dasar,
,,,,,
42337,k,0,iaido,dasar,
,,,,,
42338,k,0,iaidoka,dasar,
,,,,,
