Nomor,KP,Jumlah,Entri,Tipe,Pembentukan
29603,v,3,disasarnya,dasar,
29603.1,x,,di- + <sasarnya>,bentukan,[37] di- + (<all>) + (-i;-kan)
29603.2,x,,<disasar> + -nya,bentukan,[34] [SFS] -nya + (<all>)
29603.3,v,,di- + <sasar> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>)
,,,,,
29604,x,0,disastria,dasar,
29604.1,x,,di- + <sastria>,bentukan,[37] di- + (<all>) + (-i;-kan)
,,,,,
29605,v,177,disatukan,dasar,
29605.1,v,,di- + <satu> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan)
29605.2,x,,di- + <satukan>,bentukan,[37] di- + (<all>) + (-i;-kan)
29605.3,x,,<disatu> + -kan,bentukan,[29] [S] -kan + (<all>)
29605.4,x,,<disatuk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
29606,v,4,disatukannya,dasar,
29606.1,x,,di- + <satukannya>,bentukan,[37] di- + (<all>) + (-i;-kan)
29606.2,x,,<disatukan> + -nya,bentukan,[34] [SFS] -nya + (<all>)
29606.3,v,,di- + <satu> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>)
29606.4,x,,di- + <satukan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>)
29606.5,x,,<disatu> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>)
29606.6,x,,<disatuk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
29607,v,2,disatupadukan,dasar,
29607.1,v,,di- + <satupadu> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan)
29607.2,x,,di- + <satupadukan>,bentukan,[37] di- + (<all>) + (-i;-kan)
29607.3,x,,<disatupadu> + -kan,bentukan,[29] [S] -kan + (<all>)
29607.4,x,,<disatupaduk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
29608,v,48,disayang,dasar,
29608.1,v,,di- + <sayang>,bentukan,[37] di- + (<all>) + (-i;-kan)
,,,,,
29609,v,57,disayangi,dasar,
29609.1,v,,di- + <sayang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan)
29609.2,x,,di- + <sayangi>,bentukan,[37] di- + (<all>) + (-i;-kan)
29609.3,x,,<disayang> + -i,bentukan,[28] [S] -i + (<all>)
,,,,,
29610,v,19,disayanginya,dasar,
29610.1,x,,di- + <sayanginya>,bentukan,[37] di- + (<all>) + (-i;-kan)
29610.2,x,,<disayangi> + -nya,bentukan,[34] [SFS] -nya + (<all>)
29610.3,v,,di- + <sayang> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>)
29610.4,x,,di- + <sayangi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>)
29610.5,x,,<disayang> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>)
,,,,,
29611,v,292,disayangkan,dasar,
29611.1,v,,di- + <sayang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan)
29611.2,x,,di- + <sayangkan>,bentukan,[37] di- + (<all>) + (-i;-kan)
29611.3,x,,<disayang> + -kan,bentukan,[29] [S] -kan + (<all>)
29611.4,x,,<disayangk> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
29612,v,16,disayat,dasar,
29612.1,v,,di- + <sayat>,bentukan,[37] di- + (<all>) + (-i;-kan)
,,,,,
29613,v,6,disayat-sayat,dasar,
29613.1,v,,di- + <sayat> [-] <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|
,,,,,
29614,v,5,disayembarakan,dasar,
29614.1,v,,di- + <sayembara> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan)
29614.2,x,,di- + <sayembarakan>,bentukan,[37] di- + (<all>) + (-i;-kan)
29614.3,x,,<disayembara> + -kan,bentukan,[29] [S] -kan + (<all>)
29614.4,x,,<disayembarak> + -an,bentukan,[38] [S] -an + (<all>)
,,,,,
29615,v,5,disayur,dasar,
29615.1,v,,di- + <sayur>,bentukan,[37] di- + (<all>) + (-i;-kan)
,,,,,
29616,x,2,disbun,dasar,
,,,,,
29617,k,0,disbursemen,dasar,
,,,,,
29618,x,4,disbursement,dasar,disbursemen
,,,,,
29619,k,0,disdiadokokinesia,dasar,
,,,,,
29620,v,4,disdikbud,dasar,
,,,,,
29621,v,5,disdikpora,dasar,
,,,,,
29622,k,0,disdrometer,dasar,
29622.1,x,,<disdro> + -meter,bentukan,[189] [S] -meter + (<all>)
,,,,,
29623,v,2746,disebabkan,dasar,
29623.1,v,,di- + <sebab> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan)
29623.2,x,,di- + <sebabkan>,bentukan,[37] di- + (<all>) + (-i;-kan)
